id_radar,local,bairro,cameras
480502111,RUA JOAO PAULO I PROXIMO A RUA DO MATOSO E A RUA DOUTOR SATAMINI - SENTIDO TIJUCA - FX 1,PRACA DA BANDEIRA,"[""201 (R. HADDOCK LOBO X AV. PAULO DE FRONTIN) - 202.00m"", ""138 (ELEVADO PAULO DE FRONTIN - ALTURA DA RUA JO\u00c3O PAULO I) - 217.11m"", ""183 (AV. PAULO DE FRONTIN X R. JOAQUIM PALHARES) - 432.59m"", ""1886 (R. BAR\u00c3O DE IGUATEMI, 370 - FIXA) - 437.16m"", ""1887 (R. BAR\u00c3O DE IGUATEMI, 364 - FIXA) - 438.32m""]"
480502112,RUA JOAO PAULO I PROXIMO A RUA DO MATOSO E A RUA DOUTOR SATAMINI - SENTIDO TIJUCA - FX 2,PRACA DA BANDEIRA,"[""201 (R. HADDOCK LOBO X AV. PAULO DE FRONTIN) - 202.00m"", ""138 (ELEVADO PAULO DE FRONTIN - ALTURA DA RUA JO\u00c3O PAULO I) - 217.11m"", ""183 (AV. PAULO DE FRONTIN X R. JOAQUIM PALHARES) - 432.59m"", ""1886 (R. BAR\u00c3O DE IGUATEMI, 370 - FIXA) - 437.16m"", ""1887 (R. BAR\u00c3O DE IGUATEMI, 364 - FIXA) - 438.32m""]"
480502113,RUA JOAO PAULO I PROXIMO A RUA DO MATOSO E A RUA DOUTOR SATAMINI - SENTIDO TIJUCA - FX 3,PRACA DA BANDEIRA,"[""201 (R. HADDOCK LOBO X AV. PAULO DE FRONTIN) - 202.00m"", ""138 (ELEVADO PAULO DE FRONTIN - ALTURA DA RUA JO\u00c3O PAULO I) - 217.11m"", ""183 (AV. PAULO DE FRONTIN X R. JOAQUIM PALHARES) - 432.59m"", ""1886 (R. BAR\u00c3O DE IGUATEMI, 370 - FIXA) - 437.16m"", ""1887 (R. BAR\u00c3O DE IGUATEMI, 364 - FIXA) - 438.32m""]"
480502114,RUA JOAO PAULO I PROXIMO A RUA DO MATOSO E A RUA DOUTOR SATAMINI - SENTIDO TIJUCA - FX 4,PRACA DA BANDEIRA,"[""201 (R. HADDOCK LOBO X AV. PAULO DE FRONTIN) - 202.00m"", ""138 (ELEVADO PAULO DE FRONTIN - ALTURA DA RUA JO\u00c3O PAULO I) - 217.11m"", ""183 (AV. PAULO DE FRONTIN X R. JOAQUIM PALHARES) - 432.59m"", ""1886 (R. BAR\u00c3O DE IGUATEMI, 370 - FIXA) - 437.16m"", ""1887 (R. BAR\u00c3O DE IGUATEMI, 364 - FIXA) - 438.32m""]"
480511111,RUA GONZAGA BASTOS PROXIMO AO Nº 271 - SENTIDO VILA ISABEL - FX 1,VILA ISABEL,"[""353 (R. TEODORO DA SILVA X R. GONZAGA BASTOS) - 260.15m"", ""357 (BOULEVARD 28 DE SETEMBRO X R. GONZAGA BASTOS) - 412.40m"", ""366 (R. PEREIRA NUNES X R. BALTAZAR LISBOA) - 498.27m"", ""352 (R. TEODORO DA SILVA X R. SOUSA FRANCO) - 499.48m"", ""337 (R. BAR\u00c3O DE MESQUITA X R. JOS\u00c9 HIGINO) - 591.00m""]"
480511112,RUA GONZAGA BASTOS PROXIMO AO Nº 271 - SENTIDO VILA ISABEL - FX 2,VILA ISABEL,"[""353 (R. TEODORO DA SILVA X R. GONZAGA BASTOS) - 260.15m"", ""357 (BOULEVARD 28 DE SETEMBRO X R. GONZAGA BASTOS) - 412.40m"", ""366 (R. PEREIRA NUNES X R. BALTAZAR LISBOA) - 498.27m"", ""352 (R. TEODORO DA SILVA X R. SOUSA FRANCO) - 499.48m"", ""337 (R. BAR\u00c3O DE MESQUITA X R. JOS\u00c9 HIGINO) - 591.00m""]"
480512111,RUA MAXWELL PROXIMO AO Nº 145 - SENTIDO MARACANA - FX 1,VILA ISABEL,"[""353 (R. TEODORO DA SILVA X R. GONZAGA BASTOS) - 237.71m"", ""357 (BOULEVARD 28 DE SETEMBRO X R. GONZAGA BASTOS) - 391.43m"", ""352 (R. TEODORO DA SILVA X R. SOUSA FRANCO) - 470.05m"", ""366 (R. PEREIRA NUNES X R. BALTAZAR LISBOA) - 527.28m"", ""337 (R. BAR\u00c3O DE MESQUITA X R. JOS\u00c9 HIGINO) - 608.03m""]"
480512112,RUA MAXWELL PROXIMO AO Nº 145 - SENTIDO MARACANA - FX 2,VILA ISABEL,"[""353 (R. TEODORO DA SILVA X R. GONZAGA BASTOS) - 237.71m"", ""357 (BOULEVARD 28 DE SETEMBRO X R. GONZAGA BASTOS) - 391.43m"", ""352 (R. TEODORO DA SILVA X R. SOUSA FRANCO) - 470.05m"", ""366 (R. PEREIRA NUNES X R. BALTAZAR LISBOA) - 527.28m"", ""337 (R. BAR\u00c3O DE MESQUITA X R. JOS\u00c9 HIGINO) - 608.03m""]"
480522111,AVENIDA TEIXEIRA DE CASTRO PROXIMO A AVENIDA DOS CAMPEOES - SENTIDO  UNICO - FX 1,RAMOS,"[""1671 (AV. TEIXEIRA DE CASTRO - BRT - SANTA LUZIA) - 19.86m"", ""38 (RUA TEIXEIRA DE CASTRO X AV. DOS CAMPE\u00d5ES - BRT) - 41.09m"", ""2015 (SANTA LUZIA - BRT - FIXA) - 43.99m"", ""2017 (SANTA LUZIA - BRT - FIXA) - 116.39m"", ""1452 (PORT\u00c3O DO BRT - R. BARREIROS, 21 - RAMOS - FIXA) - 164.59m""]"
480522112,AVENIDA TEIXEIRA DE CASTRO PROXIMO A AVENIDA DOS CAMPEOES - SENTIDO  UNICO - FX 2,RAMOS,"[""1671 (AV. TEIXEIRA DE CASTRO - BRT - SANTA LUZIA) - 19.86m"", ""38 (RUA TEIXEIRA DE CASTRO X AV. DOS CAMPE\u00d5ES - BRT) - 41.09m"", ""2015 (SANTA LUZIA - BRT - FIXA) - 43.99m"", ""2017 (SANTA LUZIA - BRT - FIXA) - 116.39m"", ""1452 (PORT\u00c3O DO BRT - R. BARREIROS, 21 - RAMOS - FIXA) - 164.59m""]"
480531111,RUA GOIAS PROXIMO AO Nº 124 - SENTIDO UNICO - FX 1,ENGENHO DE DENTRO,"[""1113 (R. GOI\u00c1S X R. GUINEZA - FIXA) - 23.73m"", ""747 (R. GOI\u00c1S X R. GUINEZA - FIXA) - 40.80m"", ""4260 (R. BENTO GON\u00e7ALVES, 352) - 155.25m"", ""4259 (R. DOIS DE FEVEREIRO X AV. AMARO CAVALCANTI) - 190.36m"", ""3759 (RUA GOI\u00e1S X RUA GUILHERMINA - FIXA) - 202.57m""]"
480531112,RUA GOIAS PROXIMO AO Nº 124 - SENTIDO UNICO - FX 2,ENGENHO DE DENTRO,"[""1113 (R. GOI\u00c1S X R. GUINEZA - FIXA) - 23.73m"", ""747 (R. GOI\u00c1S X R. GUINEZA - FIXA) - 40.80m"", ""4260 (R. BENTO GON\u00e7ALVES, 352) - 155.25m"", ""4259 (R. DOIS DE FEVEREIRO X AV. AMARO CAVALCANTI) - 190.36m"", ""3759 (RUA GOI\u00e1S X RUA GUILHERMINA - FIXA) - 202.57m""]"
480531113,RUA GOIAS PROXIMO AO Nº 124 - SENTIDO UNICO - FX 3,ENGENHO DE DENTRO,"[""1113 (R. GOI\u00c1S X R. GUINEZA - FIXA) - 23.73m"", ""747 (R. GOI\u00c1S X R. GUINEZA - FIXA) - 40.80m"", ""4260 (R. BENTO GON\u00e7ALVES, 352) - 155.25m"", ""4259 (R. DOIS DE FEVEREIRO X AV. AMARO CAVALCANTI) - 190.36m"", ""3759 (RUA GOI\u00e1S X RUA GUILHERMINA - FIXA) - 202.57m""]"
480532111,RUA GUINEZA PROXIMO AO Nº 26 - SENTIDO UNICO - FX 1,ENGENHO DE DENTRO,"[""1113 (R. GOI\u00c1S X R. GUINEZA - FIXA) - 24.63m"", ""747 (R. GOI\u00c1S X R. GUINEZA - FIXA) - 34.86m"", ""4260 (R. BENTO GON\u00e7ALVES, 352) - 139.24m"", ""4259 (R. DOIS DE FEVEREIRO X AV. AMARO CAVALCANTI) - 212.25m"", ""3759 (RUA GOI\u00e1S X RUA GUILHERMINA - FIXA) - 220.20m""]"
4852 - 1,RUA JOAO VICENTE PROXIMO A RUA FILOMENA FRAGOSO - SENTIDO CASCADURA - FX 1,OSWALDO CRUZ,"[""3269 (R. CLARA NUNES, 10-170 - PORTELA - FIXA) - 303.01m"", ""462 (ESTR. DO PORTELA X R. FIRMINO FRAGOSO - FIXA) - 417.26m"", ""1060 (ESTR. DO PORTELA 247 - FIXA) - 424.98m"", ""386 (PARQUE DE MADUREIRA PALCO PRA\u00c7A DO SAMBA) - 650.27m"", ""389 (PARQUE DE MADUREIRA) - 769.79m""]"
4852 - 2,RUA JOAO VICENTE PROXIMO A RUA FILOMENA FRAGOSO - SENTIDO DEODORO - FX 1,OSWALDO CRUZ,"[""3269 (R. CLARA NUNES, 10-170 - PORTELA - FIXA) - 303.01m"", ""462 (ESTR. DO PORTELA X R. FIRMINO FRAGOSO - FIXA) - 417.26m"", ""1060 (ESTR. DO PORTELA 247 - FIXA) - 424.98m"", ""386 (PARQUE DE MADUREIRA PALCO PRA\u00c7A DO SAMBA) - 650.27m"", ""389 (PARQUE DE MADUREIRA) - 769.79m""]"
4853 - 1,ESTRADA DO GALEAO PROXIMO A PREFEITURA DA AERONAUTICA - SENTIDO ZUMBI - FX 1,GALEAO,"[""4175 (ESTRADA DO GALE\u00e3O, 5800 - FIXA) - 126.89m"", ""3280 (PR. BELO JARDIM X ESTR. DO GALE\u00e3O - FIXA) - 195.41m"", ""3281 (PR. BELO JARDIM X ESTR. DO GALE\u00e3O - FIXA) - 227.89m"", ""404 (ESTRADA DO GALE\u00c3O X ALT. RUA VINTE DE JANEIRO) - 259.62m"", ""3282 (ESTR. DO GALE\u00e3O X AV. QUATRO - FIXA) - 265.77m""]"
4853 - 2,ESTRADA DO GALEAO PROXIMO A PREFEITURA DA AERONAUTICA - SENTIDO ZUMBI - FX 2,GALEAO,"[""4175 (ESTRADA DO GALE\u00e3O, 5800 - FIXA) - 126.89m"", ""3280 (PR. BELO JARDIM X ESTR. DO GALE\u00e3O - FIXA) - 195.41m"", ""3281 (PR. BELO JARDIM X ESTR. DO GALE\u00e3O - FIXA) - 227.89m"", ""404 (ESTRADA DO GALE\u00c3O X ALT. RUA VINTE DE JANEIRO) - 259.62m"", ""3282 (ESTR. DO GALE\u00e3O X AV. QUATRO - FIXA) - 265.77m""]"
4853 - 3,ESTRADA DO GALEAO PROXIMO A PREFEITURA DA AERONAUTICA - SENTIDO ZUMBI - FX 3,GALEAO,"[""4175 (ESTRADA DO GALE\u00e3O, 5800 - FIXA) - 126.89m"", ""3280 (PR. BELO JARDIM X ESTR. DO GALE\u00e3O - FIXA) - 195.41m"", ""3281 (PR. BELO JARDIM X ESTR. DO GALE\u00e3O - FIXA) - 227.89m"", ""404 (ESTRADA DO GALE\u00c3O X ALT. RUA VINTE DE JANEIRO) - 259.62m"", ""3282 (ESTR. DO GALE\u00e3O X AV. QUATRO - FIXA) - 265.77m""]"
4854 - 1,ESTRADA DO GALEAO PROXIMO A ESTRADA DAS CANARIAS - SENTIDO LINHA VERMELHA - FX 1,GALEAO,"[""3282 (ESTR. DO GALE\u00e3O X AV. QUATRO - FIXA) - 3.51m"", ""3281 (PR. BELO JARDIM X ESTR. DO GALE\u00e3O - FIXA) - 45.83m"", ""3280 (PR. BELO JARDIM X ESTR. DO GALE\u00e3O - FIXA) - 75.42m"", ""4175 (ESTRADA DO GALE\u00e3O, 5800 - FIXA) - 144.24m"", ""3283 (ESTRADA DO GALE\u00e3O X R CINQUENTA E DOIS - FIXA) - 347.74m""]"
4854 - 2,ESTRADA DO GALEAO PROXIMO A ESTRADA DAS CANARIAS - SENTIDO LINHA VERMELHA - FX 2,GALEAO,"[""3282 (ESTR. DO GALE\u00e3O X AV. QUATRO - FIXA) - 3.51m"", ""3281 (PR. BELO JARDIM X ESTR. DO GALE\u00e3O - FIXA) - 45.83m"", ""3280 (PR. BELO JARDIM X ESTR. DO GALE\u00e3O - FIXA) - 75.42m"", ""4175 (ESTRADA DO GALE\u00e3O, 5800 - FIXA) - 144.24m"", ""3283 (ESTRADA DO GALE\u00e3O X R CINQUENTA E DOIS - FIXA) - 347.74m""]"
4854 - 3,ESTRADA DO GALEAO PROXIMO A ESTRADA DAS CANARIAS - SENTIDO LINHA VERMELHA - FX 3,GALEAO,"[""3282 (ESTR. DO GALE\u00e3O X AV. QUATRO - FIXA) - 3.51m"", ""3281 (PR. BELO JARDIM X ESTR. DO GALE\u00e3O - FIXA) - 45.83m"", ""3280 (PR. BELO JARDIM X ESTR. DO GALE\u00e3O - FIXA) - 75.42m"", ""4175 (ESTRADA DO GALE\u00e3O, 5800 - FIXA) - 144.24m"", ""3283 (ESTRADA DO GALE\u00e3O X R CINQUENTA E DOIS - FIXA) - 347.74m""]"
4855 - 1,RUA CONDE DE BONFIM PROXIMO AO Nº 862 - SENTIDO RIO COMPRIDO - FX 1,TIJUCA,"[""3798 (MONUMENTO ALDIR BLANC - FIXA) - 103.37m"", ""3797 (AV. MARACAN\u00e3 X RUA MARECHAL TROMPOWSKI - FIXA) - 111.44m"", ""3992 (RUA CONDE DE BONFIM, 815  - FIXA) - 180.48m"", ""1076 (RUA CONDE DE BONFIM X R. RADMAKER - FIXA) - 290.78m"", ""1078 (RUA CONDE DE BONFIM X R. RADMAKER - FIXA) - 299.22m""]"
4855 - 2,RUA CONDE DE BONFIM PROXIMO AO Nº 862 - SENTIDO RIO COMPRIDO - FX 2,TIJUCA,"[""3798 (MONUMENTO ALDIR BLANC - FIXA) - 103.37m"", ""3797 (AV. MARACAN\u00e3 X RUA MARECHAL TROMPOWSKI - FIXA) - 111.44m"", ""3992 (RUA CONDE DE BONFIM, 815  - FIXA) - 180.48m"", ""1076 (RUA CONDE DE BONFIM X R. RADMAKER - FIXA) - 290.78m"", ""1078 (RUA CONDE DE BONFIM X R. RADMAKER - FIXA) - 299.22m""]"
4856 - 1,RUA CONDE DE BONFIM PROXIMO AO Nº 832 - SENTIDO ALTO DA BOA VISTA - FX 1,TIJUCA,"[""3992 (RUA CONDE DE BONFIM, 815  - FIXA) - 79.77m"", ""3798 (MONUMENTO ALDIR BLANC - FIXA) - 173.24m"", ""3797 (AV. MARACAN\u00e3 X RUA MARECHAL TROMPOWSKI - FIXA) - 177.76m"", ""1076 (RUA CONDE DE BONFIM X R. RADMAKER - FIXA) - 187.47m"", ""1078 (RUA CONDE DE BONFIM X R. RADMAKER - FIXA) - 195.70m""]"
4856 - 2,RUA CONDE DE BONFIM PROXIMO AO Nº 832 - SENTIDO ALTO DA BOA VISTA - FX 2,TIJUCA,"[""3992 (RUA CONDE DE BONFIM, 815  - FIXA) - 79.77m"", ""3798 (MONUMENTO ALDIR BLANC - FIXA) - 173.24m"", ""3797 (AV. MARACAN\u00e3 X RUA MARECHAL TROMPOWSKI - FIXA) - 177.76m"", ""1076 (RUA CONDE DE BONFIM X R. RADMAKER - FIXA) - 187.47m"", ""1078 (RUA CONDE DE BONFIM X R. RADMAKER - FIXA) - 195.70m""]"
4857 - 1,RUA ARQUIAS CORDEIRO PROXIMO A RUA ARISTIDES CAIRE - SENTIDO UNICO - FX 1,MEIER,"[""1040 (AV. AMARO CAVALCANTI - FIXA) - 38.50m"", ""1041 (R. CONSTAN\u00c7A BARBOSA X AV. CAVALCANTI  - FIXA) - 52.57m"", ""1059 (PRA\u00c7A JARDIM DO M\u00c9IER  - FIXA) - 66.37m"", ""1885 (PRACA JARDIM DO M\u00c9IER - FIXA) - 80.33m"", ""1058 (AV. AMARO CAVALCANTI N\u00ba135  - FIXA) - 93.11m""]"
4857 - 2,RUA ARQUIAS CORDEIRO PROXIMO A RUA ARISTIDES CAIRE - SENTIDO UNICO - FX 2,MEIER,"[""1040 (AV. AMARO CAVALCANTI - FIXA) - 38.50m"", ""1041 (R. CONSTAN\u00c7A BARBOSA X AV. CAVALCANTI  - FIXA) - 52.57m"", ""1059 (PRA\u00c7A JARDIM DO M\u00c9IER  - FIXA) - 66.37m"", ""1885 (PRACA JARDIM DO M\u00c9IER - FIXA) - 80.33m"", ""1058 (AV. AMARO CAVALCANTI N\u00ba135  - FIXA) - 93.11m""]"
4857 - 3,RUA ARQUIAS CORDEIRO PROXIMO A RUA ARISTIDES CAIRE - SENTIDO UNICO - FX 3,MEIER,"[""1040 (AV. AMARO CAVALCANTI - FIXA) - 38.50m"", ""1041 (R. CONSTAN\u00c7A BARBOSA X AV. CAVALCANTI  - FIXA) - 52.57m"", ""1059 (PRA\u00c7A JARDIM DO M\u00c9IER  - FIXA) - 66.37m"", ""1885 (PRACA JARDIM DO M\u00c9IER - FIXA) - 80.33m"", ""1058 (AV. AMARO CAVALCANTI N\u00ba135  - FIXA) - 93.11m""]"
4858 - 1,ESTRADA DO CAMPINHO PROXIMO AO Nº 1613 - SENTIDO RUA CAMPO GRANDE - FX 1,CAMPO GRANDE,"[""580 (ESTR. DO CAMPINHO X ESTR. SANTA MARIA - FIXA) - 481.05m"", ""1107 (ESTR. DO CAMPINHO X ESTR. SANTA MARIA - FIXA) - 498.81m"", ""1512 (ESTR. DO CAMPINHO, 2226 -  FIXA) - 550.35m"", ""1513 (ESTR. DO CAMPINHO, 2226 -  FIXA) - 570.28m"", ""4113 (R. TAQUAREMBO, 234 - FIXA) - 1103.80m""]"
4858 - 2,ESTRADA DO CAMPINHO PROXIMO AO Nº 1613 - SENTIDO RUA CAMPO GRANDE - FX 2,CAMPO GRANDE,"[""580 (ESTR. DO CAMPINHO X ESTR. SANTA MARIA - FIXA) - 481.05m"", ""1107 (ESTR. DO CAMPINHO X ESTR. SANTA MARIA - FIXA) - 498.81m"", ""1512 (ESTR. DO CAMPINHO, 2226 -  FIXA) - 550.35m"", ""1513 (ESTR. DO CAMPINHO, 2226 -  FIXA) - 570.28m"", ""4113 (R. TAQUAREMBO, 234 - FIXA) - 1103.80m""]"
4859 - 1,ESTRADA DO CAMPINHO PROXIMO AO Nº 1359 - SENTIDO AVENIDA BRASIL - FX 1,CAMPO GRANDE,"[""580 (ESTR. DO CAMPINHO X ESTR. SANTA MARIA - FIXA) - 699.20m"", ""1107 (ESTR. DO CAMPINHO X ESTR. SANTA MARIA - FIXA) - 714.14m"", ""1512 (ESTR. DO CAMPINHO, 2226 -  FIXA) - 761.65m"", ""1513 (ESTR. DO CAMPINHO, 2226 -  FIXA) - 780.00m"", ""4113 (R. TAQUAREMBO, 234 - FIXA) - 1004.41m""]"
4859 - 2,ESTRADA DO CAMPINHO PROXIMO AO Nº 1359 - SENTIDO AVENIDA BRASIL - FX 2,CAMPO GRANDE,"[""580 (ESTR. DO CAMPINHO X ESTR. SANTA MARIA - FIXA) - 699.20m"", ""1107 (ESTR. DO CAMPINHO X ESTR. SANTA MARIA - FIXA) - 714.14m"", ""1512 (ESTR. DO CAMPINHO, 2226 -  FIXA) - 761.65m"", ""1513 (ESTR. DO CAMPINHO, 2226 -  FIXA) - 780.00m"", ""4113 (R. TAQUAREMBO, 234 - FIXA) - 1004.41m""]"
4860 - 1,AVENIDA DE SANTA CRUZ PROXIMO AO Nº 3411 - SENTIDO CAMPO GRANDE - FX 1,PADRE MIGUEL,"[""3401 (R. FIGUEIREDO CAMARGO X R. SIDNEI) - 538.08m"", ""1567 (R. FALC\u00c3O PADILHA, 264 - FIXA) - 835.52m"", ""555 (AV. DE SANTA CRUZ X R. SILVA CARDOSO) - 861.15m"", ""553 (R. FRANCISCO REAL X R. SILVA CARDOSO - FIXA) - 935.18m"", ""545 (AV. DE SANTA CRUZ X R. FRANCISCO REAL - FIXA) - 964.40m""]"
4860 - 2,AVENIDA DE SANTA CRUZ PROXIMO AO Nº 3411 - SENTIDO CAMPO GRANDE - FX 2,PADRE MIGUEL,"[""3401 (R. FIGUEIREDO CAMARGO X R. SIDNEI) - 538.08m"", ""1567 (R. FALC\u00c3O PADILHA, 264 - FIXA) - 835.52m"", ""555 (AV. DE SANTA CRUZ X R. SILVA CARDOSO) - 861.15m"", ""553 (R. FRANCISCO REAL X R. SILVA CARDOSO - FIXA) - 935.18m"", ""545 (AV. DE SANTA CRUZ X R. FRANCISCO REAL - FIXA) - 964.40m""]"
490011111,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA BRT,BARRA DA TIJUCA,"[""2315 (BOSQUE DA BARRA - BRT - FIXA) - 37.09m"", ""2317 (BOSQUE DA BARRA - BRT - FIXA) - 66.02m"", ""2316 (BOSQUE DA BARRA - BRT - FIXA) - 100.81m"", ""174 (AV. DAS AMERICAS X NOVO LEBLON) - 429.24m"", ""2319 (NOVO LEBLON - BRT - FIXA) - 491.19m""]"
490011112,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL,BARRA DA TIJUCA,"[""2315 (BOSQUE DA BARRA - BRT - FIXA) - 37.26m"", ""2317 (BOSQUE DA BARRA - BRT - FIXA) - 66.20m"", ""2316 (BOSQUE DA BARRA - BRT - FIXA) - 100.99m"", ""174 (AV. DAS AMERICAS X NOVO LEBLON) - 429.06m"", ""2319 (NOVO LEBLON - BRT - FIXA) - 491.01m""]"
490011113,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SANTA CRUZ - FX 3 PISTA CENTRAL,BARRA DA TIJUCA,"[""2315 (BOSQUE DA BARRA - BRT - FIXA) - 37.26m"", ""2317 (BOSQUE DA BARRA - BRT - FIXA) - 66.20m"", ""2316 (BOSQUE DA BARRA - BRT - FIXA) - 100.99m"", ""174 (AV. DAS AMERICAS X NOVO LEBLON) - 429.06m"", ""2319 (NOVO LEBLON - BRT - FIXA) - 491.01m""]"
490011121,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SAO CONRADO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA BRT,BARRA DA TIJUCA,"[""2315 (BOSQUE DA BARRA - BRT - FIXA) - 98.05m"", ""2317 (BOSQUE DA BARRA - BRT - FIXA) - 131.41m"", ""2316 (BOSQUE DA BARRA - BRT - FIXA) - 165.52m"", ""174 (AV. DAS AMERICAS X NOVO LEBLON) - 360.74m"", ""2319 (NOVO LEBLON - BRT - FIXA) - 424.16m""]"
490011122,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SAO CONRADO - FX 2 PISTA CENTRAL,BARRA DA TIJUCA,"[""2315 (BOSQUE DA BARRA - BRT - FIXA) - 97.99m"", ""2317 (BOSQUE DA BARRA - BRT - FIXA) - 131.35m"", ""2316 (BOSQUE DA BARRA - BRT - FIXA) - 165.47m"", ""174 (AV. DAS AMERICAS X NOVO LEBLON) - 360.79m"", ""2319 (NOVO LEBLON - BRT - FIXA) - 424.21m""]"
490011123,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SAO CONRADO - FX 3 PISTA CENTRAL,BARRA DA TIJUCA,"[""2315 (BOSQUE DA BARRA - BRT - FIXA) - 97.99m"", ""2317 (BOSQUE DA BARRA - BRT - FIXA) - 131.35m"", ""2316 (BOSQUE DA BARRA - BRT - FIXA) - 165.47m"", ""174 (AV. DAS AMERICAS X NOVO LEBLON) - 360.79m"", ""2319 (NOVO LEBLON - BRT - FIXA) - 424.21m""]"
490011211,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SANTA CRUZ - FX 1 PISTA LATERAL,BARRA DA TIJUCA,"[""2315 (BOSQUE DA BARRA - BRT - FIXA) - 66.02m"", ""2317 (BOSQUE DA BARRA - BRT - FIXA) - 94.67m"", ""2316 (BOSQUE DA BARRA - BRT - FIXA) - 129.11m"", ""174 (AV. DAS AMERICAS X NOVO LEBLON) - 405.28m"", ""2319 (NOVO LEBLON - BRT - FIXA) - 466.47m""]"
490011212,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SANTA CRUZ - FX 2 PISTA LATERAL,BARRA DA TIJUCA,"[""2315 (BOSQUE DA BARRA - BRT - FIXA) - 66.02m"", ""2317 (BOSQUE DA BARRA - BRT - FIXA) - 94.67m"", ""2316 (BOSQUE DA BARRA - BRT - FIXA) - 129.11m"", ""174 (AV. DAS AMERICAS X NOVO LEBLON) - 405.28m"", ""2319 (NOVO LEBLON - BRT - FIXA) - 466.47m""]"
490011213,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SANTA CRUZ - FX 3 PISTA LATERAL,BARRA DA TIJUCA,"[""2315 (BOSQUE DA BARRA - BRT - FIXA) - 66.02m"", ""2317 (BOSQUE DA BARRA - BRT - FIXA) - 94.67m"", ""2316 (BOSQUE DA BARRA - BRT - FIXA) - 129.11m"", ""174 (AV. DAS AMERICAS X NOVO LEBLON) - 405.28m"", ""2319 (NOVO LEBLON - BRT - FIXA) - 466.47m""]"
490011221,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SAO CONRADO - FX 1 PISTA LATERAL,BARRA DA TIJUCA,"[""2315 (BOSQUE DA BARRA - BRT - FIXA) - 85.12m"", ""2317 (BOSQUE DA BARRA - BRT - FIXA) - 115.95m"", ""2316 (BOSQUE DA BARRA - BRT - FIXA) - 146.99m"", ""174 (AV. DAS AMERICAS X NOVO LEBLON) - 386.34m"", ""2319 (NOVO LEBLON - BRT - FIXA) - 450.64m""]"
490011222,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SAO CONRADO - FX 2 PISTA LATERAL,BARRA DA TIJUCA,"[""2315 (BOSQUE DA BARRA - BRT - FIXA) - 85.12m"", ""2317 (BOSQUE DA BARRA - BRT - FIXA) - 115.95m"", ""2316 (BOSQUE DA BARRA - BRT - FIXA) - 146.99m"", ""174 (AV. DAS AMERICAS X NOVO LEBLON) - 386.34m"", ""2319 (NOVO LEBLON - BRT - FIXA) - 450.64m""]"
490011223,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SAO CONRADO - FX 3 PISTA LATERAL,BARRA DA TIJUCA,"[""2315 (BOSQUE DA BARRA - BRT - FIXA) - 85.12m"", ""2317 (BOSQUE DA BARRA - BRT - FIXA) - 115.95m"", ""2316 (BOSQUE DA BARRA - BRT - FIXA) - 146.99m"", ""174 (AV. DAS AMERICAS X NOVO LEBLON) - 386.34m"", ""2319 (NOVO LEBLON - BRT - FIXA) - 450.64m""]"
490021111,AVENIDA DAS AMERICAS PROXIMO AO Nº 7907 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA BRT,BARRA DA TIJUCA,"[""2322 (AM\u00c9RICAS PARK - BRT - FIXA) - 147.18m"", ""2323 (AM\u00c9RICAS PARK - BRT - FIXA) - 181.56m"", ""2321 (AM\u00c9RICAS PARK - BRT - FIXA) - 210.78m"", ""2318 (NOVO LEBLON - BRT - FIXA) - 455.72m"", ""2320 (NOVO LEBLON - BRT - FIXA) - 493.95m""]"
490021112,AVENIDA DAS AMERICAS PROXIMO AO Nº 7907 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL,BARRA DA TIJUCA,"[""2322 (AM\u00c9RICAS PARK - BRT - FIXA) - 147.24m"", ""2323 (AM\u00c9RICAS PARK - BRT - FIXA) - 181.61m"", ""2321 (AM\u00c9RICAS PARK - BRT - FIXA) - 210.83m"", ""2318 (NOVO LEBLON - BRT - FIXA) - 455.67m"", ""2320 (NOVO LEBLON - BRT - FIXA) - 493.90m""]"
