id_radar,local,bairro,cameras
250761111,RUA FRANCISCO REAL PROXIMO AO Nº 443 - SENTIDO REALENGO - FX 1,PADRE MIGUEL,"[""545 (AV. DE SANTA CRUZ X R. FRANCISCO REAL - FIXA) - 445.36m"", ""557 (AV. DE SANTA CRUZ X ESTR. DO REALENGO - FIXA) - 837.38m"", ""1082 (AV. DE SANTA CRUZ X ESTR. DO REALENGO - FIXA) - 939.38m"", ""3401 (R. FIGUEIREDO CAMARGO X R. SIDNEI) - 1012.29m"", ""553 (R. FRANCISCO REAL X R. SILVA CARDOSO - FIXA) - 1413.22m""]"
250761112,RUA FRANCISCO REAL PROXIMO AO Nº 443 - SENTIDO REALENGO - FX 2,PADRE MIGUEL,"[""545 (AV. DE SANTA CRUZ X R. FRANCISCO REAL - FIXA) - 445.36m"", ""557 (AV. DE SANTA CRUZ X ESTR. DO REALENGO - FIXA) - 837.38m"", ""1082 (AV. DE SANTA CRUZ X ESTR. DO REALENGO - FIXA) - 939.38m"", ""3401 (R. FIGUEIREDO CAMARGO X R. SIDNEI) - 1012.29m"", ""553 (R. FRANCISCO REAL X R. SILVA CARDOSO - FIXA) - 1413.22m""]"
250771111,RUA HERMENGARDA PROXIMO AO Nº 131 - SENTIDO ENGENHO NOVO - FX 1,MEIER,"[""1042 (R. DIAS DA CRUZ, 69 - FIXA) - 115.17m"", ""1043 (R. DIAS DA CRUZ, 69 - FIXA) - 115.42m"", ""1386 (R. DIAS DA CRUZ X  R. ANA BARBOSA - FIXA) - 119.73m"", ""85 (R. DIAS DA CRUZ X  R. ANA BARBOSA) - 123.59m"", ""1079 (R. DIAS DA CRUZ, 69 - FIXA) - 125.09m""]"
250771112,RUA HERMENGARDA PROXIMO AO Nº 131 - SENTIDO ENGENHO NOVO - FX 2,MEIER,"[""1042 (R. DIAS DA CRUZ, 69 - FIXA) - 115.17m"", ""1043 (R. DIAS DA CRUZ, 69 - FIXA) - 115.42m"", ""1386 (R. DIAS DA CRUZ X  R. ANA BARBOSA - FIXA) - 119.73m"", ""85 (R. DIAS DA CRUZ X  R. ANA BARBOSA) - 123.59m"", ""1079 (R. DIAS DA CRUZ, 69 - FIXA) - 125.09m""]"
250771113,RUA HERMENGARDA PROXIMO AO Nº 131 - SENTIDO ENGENHO NOVO - FX 3,MEIER,"[""1042 (R. DIAS DA CRUZ, 69 - FIXA) - 115.17m"", ""1043 (R. DIAS DA CRUZ, 69 - FIXA) - 115.42m"", ""1386 (R. DIAS DA CRUZ X  R. ANA BARBOSA - FIXA) - 119.73m"", ""85 (R. DIAS DA CRUZ X  R. ANA BARBOSA) - 123.59m"", ""1079 (R. DIAS DA CRUZ, 69 - FIXA) - 125.09m""]"
250781111,RUA VINTE E QUATRO DE MAIO PROXIMO AO Nº 1311 - SENTIDO MEIER - FX 1,MEIER,"[""82 (R. 24 DE MAIO X R. C\u00d4NEGO TOBIAS) - 114.35m"", ""1031 (R. 24 DE MAIO X R. C\u00d4NEGO TOBIAS - FIXA) - 130.34m"", ""1030 (R. 24 DE MAIO X R. C\u00d4NEGO TOBIAS - FIXA) - 142.27m"", ""1050 (R. CAROLINA MEIER, 26 - FIXA) - 164.91m"", ""1049 (TERMINAL AMERICO AYRES - FIXA) - 167.86m""]"
250781112,RUA VINTE E QUATRO DE MAIO PROXIMO AO Nº 1311 - SENTIDO MEIER - FX 2,MEIER,"[""82 (R. 24 DE MAIO X R. C\u00d4NEGO TOBIAS) - 114.35m"", ""1031 (R. 24 DE MAIO X R. C\u00d4NEGO TOBIAS - FIXA) - 130.34m"", ""1030 (R. 24 DE MAIO X R. C\u00d4NEGO TOBIAS - FIXA) - 142.27m"", ""1050 (R. CAROLINA MEIER, 26 - FIXA) - 164.91m"", ""1049 (TERMINAL AMERICO AYRES - FIXA) - 167.86m""]"
250791111,RUA VISCONDE DE SANTA ISABEL PROXIMO AO Nº 261 - SENTIDO GRAJAU - FX 1 PISTA 1,VILA ISABEL,"[""351 (AV. MENEZES C\u00d4RTES - AUTOESTRADA GRAJA\u00da-JACAREPAGU\u00c1 (SUBIDA GRAJA\u00da)) - 115.12m"", ""364 (R. VISCONDE DE SANTA ISABEL X R. ALEXANDRE CALAZA) - 120.31m"", ""1498 (R. VISCONDE DE SANTA ISABEL X R. ALEXANDRE CALAZA - FIXA) - 139.98m"", ""1499 (R. VISCONDE DE SANTA ISABEL X R. ALEXANDRE CALAZA - FIXA) - 144.44m"", ""1492 (GRAJA\u00da-JACAREPAGU\u00c1 (SUBIDA GRAJA\u00da) - FIXA) - 145.10m""]"
250791112,RUA VISCONDE DE SANTA ISABEL PROXIMO AO Nº 261 - SENTIDO GRAJAU - FX 2 PISTA 1,VILA ISABEL,"[""351 (AV. MENEZES C\u00d4RTES - AUTOESTRADA GRAJA\u00da-JACAREPAGU\u00c1 (SUBIDA GRAJA\u00da)) - 115.12m"", ""364 (R. VISCONDE DE SANTA ISABEL X R. ALEXANDRE CALAZA) - 120.31m"", ""1498 (R. VISCONDE DE SANTA ISABEL X R. ALEXANDRE CALAZA - FIXA) - 139.98m"", ""1499 (R. VISCONDE DE SANTA ISABEL X R. ALEXANDRE CALAZA - FIXA) - 144.44m"", ""1492 (GRAJA\u00da-JACAREPAGU\u00c1 (SUBIDA GRAJA\u00da) - FIXA) - 145.10m""]"
250791113,RUA VISCONDE DE SANTA ISABEL PROXIMO AO Nº 261 - SENTIDO GRAJAU - FX 3 PISTA 1,VILA ISABEL,"[""351 (AV. MENEZES C\u00d4RTES - AUTOESTRADA GRAJA\u00da-JACAREPAGU\u00c1 (SUBIDA GRAJA\u00da)) - 115.12m"", ""364 (R. VISCONDE DE SANTA ISABEL X R. ALEXANDRE CALAZA) - 120.31m"", ""1498 (R. VISCONDE DE SANTA ISABEL X R. ALEXANDRE CALAZA - FIXA) - 139.98m"", ""1499 (R. VISCONDE DE SANTA ISABEL X R. ALEXANDRE CALAZA - FIXA) - 144.44m"", ""1492 (GRAJA\u00da-JACAREPAGU\u00c1 (SUBIDA GRAJA\u00da) - FIXA) - 145.10m""]"
250801111,"AVENIDA BRASIL KM 14,3 - SENTIDO CENTRO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",CORDOVIL,"[""3806 (AV. BRASIL X ESTA\u00e7\u00e3O PARADA DE LUCAS - FIXA) - 711.32m"", ""3807 (AV. BRASIL X ESTA\u00e7\u00e3O PARADA DE LUCAS - FIXA) - 729.52m"", ""148 (AV. BRASIL X AV. LOBO JUNIOR) - 2367.14m"", ""1558 (COMLURB - R. CUBA, 364 - FIXA) - 2372.70m"", ""1399 (AV. BRASIL X AV. LOBO JUNIOR - FIXA) - 2400.83m""]"
250811111,"AVENIDA BRASIL KM 12,1 - SENTIDO CENTRO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",PENHA CIRCULAR,"[""148 (AV. BRASIL X AV. LOBO JUNIOR) - 271.88m"", ""1399 (AV. BRASIL X AV. LOBO JUNIOR - FIXA) - 305.32m"", ""732 (AV. BRASIL X AV. LOBO J\u00daNIOR) - 374.32m"", ""1558 (COMLURB - R. CUBA, 364 - FIXA) - 459.52m"", ""419 (AV. LOBO JUNIOR X RUA CUBA) - 472.91m""]"
250811121,"AVENIDA BRASIL KM 12,1 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",PENHA CIRCULAR,"[""148 (AV. BRASIL X AV. LOBO JUNIOR) - 271.88m"", ""1399 (AV. BRASIL X AV. LOBO JUNIOR - FIXA) - 305.32m"", ""732 (AV. BRASIL X AV. LOBO J\u00daNIOR) - 374.32m"", ""1558 (COMLURB - R. CUBA, 364 - FIXA) - 459.52m"", ""419 (AV. LOBO JUNIOR X RUA CUBA) - 472.91m""]"
250821121,"AVENIDA BRASIL KM 14,3 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",CORDOVIL,"[""3806 (AV. BRASIL X ESTA\u00e7\u00e3O PARADA DE LUCAS - FIXA) - 711.32m"", ""3807 (AV. BRASIL X ESTA\u00e7\u00e3O PARADA DE LUCAS - FIXA) - 729.52m"", ""148 (AV. BRASIL X AV. LOBO JUNIOR) - 2367.14m"", ""1558 (COMLURB - R. CUBA, 364 - FIXA) - 2372.70m"", ""1399 (AV. BRASIL X AV. LOBO JUNIOR - FIXA) - 2400.83m""]"
250831111,"AVENIDA BRASIL KM 6,1 - SENTIDO CENTRO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",BONSUCESSO,"[""146 (AV. BRASIL X R. PARIS) - 219.51m"", ""412 (AV. NOVA YORK X AV. BRUXELAS) - 588.68m"", ""415 (R. CARDOSO DE MORAES X R. TEIXEIRA DE CASTRO X R. BONSUCESSO) - 621.99m"", ""425 (AV. BRASIL X RUA TEIXEIRA RIBEIRO) - 703.40m"", ""407 (RUA CARDOSO DE MORAIS X R. DONA ISABEL) - 889.95m""]"
250831121,"AVENIDA BRASIL KM 6,1 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",BONSUCESSO,"[""146 (AV. BRASIL X R. PARIS) - 219.51m"", ""412 (AV. NOVA YORK X AV. BRUXELAS) - 588.68m"", ""415 (R. CARDOSO DE MORAES X R. TEIXEIRA DE CASTRO X R. BONSUCESSO) - 621.99m"", ""425 (AV. BRASIL X RUA TEIXEIRA RIBEIRO) - 703.40m"", ""407 (RUA CARDOSO DE MORAIS X R. DONA ISABEL) - 889.95m""]"
250841111,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA XV - FX 1 PISTA CENTRAL,CENTRO,"[""3 (AV. PRES. VARGAS X P\u00c7A DA REP\u00daBLICA) - 54.63m"", ""1482 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 58.83m"", ""1483 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 60.77m"", ""1603 (AV. PRES. VARGAS, 1733 - FIXA) - 216.34m"", ""1602 (AV. PRES. VARGAS, 1733 -  FIXA) - 217.49m""]"
250841112,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA XV - FX 2 PISTA CENTRAL,CENTRO,"[""3 (AV. PRES. VARGAS X P\u00c7A DA REP\u00daBLICA) - 54.63m"", ""1482 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 58.83m"", ""1483 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 60.77m"", ""1603 (AV. PRES. VARGAS, 1733 - FIXA) - 216.34m"", ""1602 (AV. PRES. VARGAS, 1733 -  FIXA) - 217.49m""]"
250841121,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA DA BANDEIRA - FX 1 PISTA CENTRAL,CENTRO,"[""3 (AV. PRES. VARGAS X P\u00c7A DA REP\u00daBLICA) - 54.63m"", ""1482 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 58.83m"", ""1483 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 60.77m"", ""1603 (AV. PRES. VARGAS, 1733 - FIXA) - 216.34m"", ""1602 (AV. PRES. VARGAS, 1733 -  FIXA) - 217.49m""]"
250841122,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA DA BANDEIRA - FX 2 PISTA CENTRAL,CENTRO,"[""3 (AV. PRES. VARGAS X P\u00c7A DA REP\u00daBLICA) - 54.63m"", ""1482 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 58.83m"", ""1483 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 60.77m"", ""1603 (AV. PRES. VARGAS, 1733 - FIXA) - 216.34m"", ""1602 (AV. PRES. VARGAS, 1733 -  FIXA) - 217.49m""]"
250851111,AVENIDA JUSCELINO KUBITSCHEK   - SENTIDO ATERRO - FX 1,CENTRO,"[""9 (AV. PRES. ANT\u00d4NIO CARLOS X AV. ALMIRATE BARROSO) - 297.85m"", ""3549 (MONUMENTO DOM JO\u00c3O VI - FIXA) - 312.76m"", ""3808 (MONUMENTO DOM JO\u00c3O VI) - 316.31m"", ""3548 (MONUMENTO GENERAL OS\u00d3RIO - FIXA) - 418.19m"", ""3564 (AV. PRES. ANTONIO CARLOS X R. ARA\u00faJO PORTO ALEGRE) - 429.68m""]"
250851112,AVENIDA JUSCELINO KUBITSCHEK   - SENTIDO ATERRO - FX 2,CENTRO,"[""9 (AV. PRES. ANT\u00d4NIO CARLOS X AV. ALMIRATE BARROSO) - 297.85m"", ""3549 (MONUMENTO DOM JO\u00c3O VI - FIXA) - 312.76m"", ""3808 (MONUMENTO DOM JO\u00c3O VI) - 316.31m"", ""3548 (MONUMENTO GENERAL OS\u00d3RIO - FIXA) - 418.19m"", ""3564 (AV. PRES. ANTONIO CARLOS X R. ARA\u00faJO PORTO ALEGRE) - 429.68m""]"
250861111,RUA EQUADOR PROXIMO AO Nº 558 - SENTIDO PRACA MAUA - FX 1,SANTO CRISTO,"[""3259 (AV. PEDRO II, 111) - 849.46m"", ""4227 (AV. PEDRO II, 111 - FIXA) - 860.27m"", ""3255 (R. BENEDITO OTONI, 46 - S\u00e3O CRIST\u00f3V\u00e3O) - 863.01m"", ""4065 (AV. BRASIL, ALT. BRT INTO - FIXA) - 899.98m"", ""4064 (AV. BRASIL, ALT. BRT INTO - FIXA) - 931.34m""]"
250861112,RUA EQUADOR PROXIMO AO Nº 558 - SENTIDO PRACA MAUA - FX 2,SANTO CRISTO,"[""3259 (AV. PEDRO II, 111) - 849.46m"", ""4227 (AV. PEDRO II, 111 - FIXA) - 860.27m"", ""3255 (R. BENEDITO OTONI, 46 - S\u00e3O CRIST\u00f3V\u00e3O) - 863.01m"", ""4065 (AV. BRASIL, ALT. BRT INTO - FIXA) - 899.98m"", ""4064 (AV. BRASIL, ALT. BRT INTO - FIXA) - 931.34m""]"
250861113,RUA EQUADOR PROXIMO AO Nº 558 - SENTIDO PRACA MAUA - FX 3,SANTO CRISTO,"[""3259 (AV. PEDRO II, 111) - 849.46m"", ""4227 (AV. PEDRO II, 111 - FIXA) - 860.27m"", ""3255 (R. BENEDITO OTONI, 46 - S\u00e3O CRIST\u00f3V\u00e3O) - 863.01m"", ""4065 (AV. BRASIL, ALT. BRT INTO - FIXA) - 899.98m"", ""4064 (AV. BRASIL, ALT. BRT INTO - FIXA) - 931.34m""]"
250871111,RUA DA GAMBOA PROXIMO AO Nº 803 - SENTIDO AVENIDA BRASIL - FX 1,SANTO CRISTO,"[""4065 (AV. BRASIL, ALT. BRT INTO - FIXA) - 941.01m"", ""3255 (R. BENEDITO OTONI, 46 - S\u00e3O CRIST\u00f3V\u00e3O) - 950.23m"", ""3259 (AV. PEDRO II, 111) - 967.36m"", ""4064 (AV. BRASIL, ALT. BRT INTO - FIXA) - 969.89m"", ""4227 (AV. PEDRO II, 111 - FIXA) - 978.00m""]"
250871112,RUA DA GAMBOA PROXIMO AO Nº 803 - SENTIDO AVENIDA BRASIL - FX 2,SANTO CRISTO,"[""4065 (AV. BRASIL, ALT. BRT INTO - FIXA) - 941.01m"", ""3255 (R. BENEDITO OTONI, 46 - S\u00e3O CRIST\u00f3V\u00e3O) - 950.23m"", ""3259 (AV. PEDRO II, 111) - 967.36m"", ""4064 (AV. BRASIL, ALT. BRT INTO - FIXA) - 969.89m"", ""4227 (AV. PEDRO II, 111 - FIXA) - 978.00m""]"
250871113,RUA DA GAMBOA PROXIMO AO Nº 803 - SENTIDO AVENIDA BRASIL - FX 3,SANTO CRISTO,"[""4065 (AV. BRASIL, ALT. BRT INTO - FIXA) - 941.01m"", ""3255 (R. BENEDITO OTONI, 46 - S\u00e3O CRIST\u00f3V\u00e3O) - 950.23m"", ""3259 (AV. PEDRO II, 111) - 967.36m"", ""4064 (AV. BRASIL, ALT. BRT INTO - FIXA) - 969.89m"", ""4227 (AV. PEDRO II, 111 - FIXA) - 978.00m""]"
250881211,AVENIDA FRANCISCO BICALHO PROXIMO AO Nº 10 - SENTIDO AVENIDA BRASIL - FX 1 PISTA LATERAL,SANTO CRISTO,"[""1528 (AV. FRANCISCO BICALHO, 2042 - FIXA) - 73.36m"", ""1575 (AV. FRANCISCO BICALHO - IML - FIXA) - 90.43m"", ""1390 (R. FRANCISCO EUG\u00caNIO - FIXA) - 162.15m"", ""1389 (R. FRANCISCO EUG\u00caNIO - FIXA) - 185.30m"", ""102 (FRANCISCO EUGENIO X FIGUEIREDO DE MELO X ESTA\u00c7\u00c3O LEOPOLDINA) - 365.92m""]"
250881212,AVENIDA FRANCISCO BICALHO PROXIMO AO Nº 10 - SENTIDO AVENIDA BRASIL - FX 2 PISTA LATERAL,SANTO CRISTO,"[""1528 (AV. FRANCISCO BICALHO, 2042 - FIXA) - 73.36m"", ""1575 (AV. FRANCISCO BICALHO - IML - FIXA) - 90.43m"", ""1390 (R. FRANCISCO EUG\u00caNIO - FIXA) - 162.15m"", ""1389 (R. FRANCISCO EUG\u00caNIO - FIXA) - 185.30m"", ""102 (FRANCISCO EUGENIO X FIGUEIREDO DE MELO X ESTA\u00c7\u00c3O LEOPOLDINA) - 365.92m""]"
250891223,AVENIDA PRESIDENTE ANTONIO CARLOS PROXIMO A PRACA DO EXPEDICIONARIO - SENTIDO CANDELARIA - FX 3 PISTA LATERAL,CENTRO,"[""9 (AV. PRES. ANT\u00d4NIO CARLOS X AV. ALMIRATE BARROSO) - 24.57m"", ""3564 (AV. PRES. ANTONIO CARLOS X R. ARA\u00faJO PORTO ALEGRE) - 126.33m"", ""220 (AV. ALM. BARROSO X AV. GRA\u00c7A ARANHA) - 215.25m"", ""207 (R. M\u00c9XICO X AV. NILO PE\u00c7ANHA) - 349.45m"", ""1962 (MONUMENTO MARIELLE FRANCO (LADO) - FIXA) - 353.43m""]"
250891224,AVENIDA PRESIDENTE ANTONIO CARLOS PROXIMO A PRACA DO EXPEDICIONARIO - SENTIDO CANDELARIA - FX 4 PISTA LATERAL,CENTRO,"[""9 (AV. PRES. ANT\u00d4NIO CARLOS X AV. ALMIRATE BARROSO) - 24.57m"", ""3564 (AV. PRES. ANTONIO CARLOS X R. ARA\u00faJO PORTO ALEGRE) - 126.33m"", ""220 (AV. ALM. BARROSO X AV. GRA\u00c7A ARANHA) - 215.25m"", ""207 (R. M\u00c9XICO X AV. NILO PE\u00c7ANHA) - 349.45m"", ""1962 (MONUMENTO MARIELLE FRANCO (LADO) - FIXA) - 353.43m""]"
250901211,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA DA BANDEIRA - FX 1 PISTA LATERAL,CENTRO,"[""3 (AV. PRES. VARGAS X P\u00c7A DA REP\u00daBLICA) - 102.87m"", ""1483 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 105.69m"", ""1482 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 105.77m"", ""1603 (AV. PRES. VARGAS, 1733 - FIXA) - 175.35m"", ""1602 (AV. PRES. VARGAS, 1733 -  FIXA) - 177.57m""]"
250901212,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA DA BANDEIRA - FX 2 PISTA LATERAL,CENTRO,"[""3 (AV. PRES. VARGAS X P\u00c7A DA REP\u00daBLICA) - 102.87m"", ""1483 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 105.69m"", ""1482 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 105.77m"", ""1603 (AV. PRES. VARGAS, 1733 - FIXA) - 175.35m"", ""1602 (AV. PRES. VARGAS, 1733 -  FIXA) - 177.57m""]"
250901221,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA XV - FX 1 PISTA LATERAL,CENTRO,"[""3 (AV. PRES. VARGAS X P\u00c7A DA REP\u00daBLICA) - 85.13m"", ""1482 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 90.32m"", ""1483 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 93.23m"", ""1603 (AV. PRES. VARGAS, 1733 - FIXA) - 185.39m"", ""1602 (AV. PRES. VARGAS, 1733 -  FIXA) - 186.12m""]"
250901222,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA XV - FX 2 PISTA LATERAL,CENTRO,"[""3 (AV. PRES. VARGAS X P\u00c7A DA REP\u00daBLICA) - 85.13m"", ""1482 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 90.32m"", ""1483 (AV. PRES.VARGAS X P\u00c7A. DA REP\u00daBLICA - FIXA) - 93.23m"", ""1603 (AV. PRES. VARGAS, 1733 - FIXA) - 185.39m"", ""1602 (AV. PRES. VARGAS, 1733 -  FIXA) - 186.12m""]"
250911111,AVENIDA PASSOS PROXIMO A RUA BUENOS AIRES - SENTIDO LAPA - FX 1,CENTRO,"[""124 (PRA\u00c7A TIRADENTES X AV. PASSOS) - 202.99m"", ""3261 (MONUMENTO PEDRO I  - PRA\u00e7A TIRADENTES - FIXA) - 212.30m"", ""3268 (MONUMENTO JOS\u00e9 BONIF\u00e1CIO - LARGO DE S\u00e3O FRANCISCO DE PAULA - FIXA) - 241.24m"", ""40 (PRA\u00c7A TIRADENTES) - 285.27m"", ""3260 (MONUMENTO PEDRO I  - PRA\u00e7A TIRADENTES - FIXA) - 299.40m""]"
250911112,AVENIDA PASSOS PROXIMO A RUA BUENOS AIRES - SENTIDO LAPA - FX 2,CENTRO,"[""124 (PRA\u00c7A TIRADENTES X AV. PASSOS) - 202.99m"", ""3261 (MONUMENTO PEDRO I  - PRA\u00e7A TIRADENTES - FIXA) - 212.30m"", ""3268 (MONUMENTO JOS\u00e9 BONIF\u00e1CIO - LARGO DE S\u00e3O FRANCISCO DE PAULA - FIXA) - 241.24m"", ""40 (PRA\u00c7A TIRADENTES) - 285.27m"", ""3260 (MONUMENTO PEDRO I  - PRA\u00e7A TIRADENTES - FIXA) - 299.40m""]"
250921112,AVENIDA RUI BARBOSA PROXIMO AO Nº 566 - SENTIDO CENTRO - FX 2,FLAMENGO,"[""1396 (PRAIA DO FLAMENGO X AV. OSWALDO CRUZ - FIXA) - 345.26m"", ""308 (PRAIA DO FLAMENGO X AV. OSWALDO CRUZ - FIXA) - 354.46m"", ""20 (ATERRO X AV. OSWALDO CRUZ) - 522.06m"", ""3746 (R. MARQU\u00caS DE ABRANTES X ALTURA DA P.DE BOTAFOGO) - 582.17m"", ""1397 (R. MARQU\u00caS DE ABRANTES X ALTURA DA P.DE BOTAFOGO - FIXA) - 582.79m""]"
250921113,AVENIDA RUI BARBOSA PROXIMO AO Nº 566 - SENTIDO CENTRO - FX 3,FLAMENGO,"[""1396 (PRAIA DO FLAMENGO X AV. OSWALDO CRUZ - FIXA) - 345.26m"", ""308 (PRAIA DO FLAMENGO X AV. OSWALDO CRUZ - FIXA) - 354.46m"", ""20 (ATERRO X AV. OSWALDO CRUZ) - 522.06m"", ""3746 (R. MARQU\u00caS DE ABRANTES X ALTURA DA P.DE BOTAFOGO) - 582.17m"", ""1397 (R. MARQU\u00caS DE ABRANTES X ALTURA DA P.DE BOTAFOGO - FIXA) - 582.79m""]"
250931121,AVENIDA BRASIL KM 49 - SENTIDO SANTA CRUZ - FX 1,CAMPO GRANDE,"[""583 (AV. BRASIL X ESTR. RIO-S\u00c3O PAULO) - 1747.65m"", ""596 (AV. BRASIL X ESTR. DO CAMPINHO) - 2200.86m"", ""3206 (ESTR. RIO S\u00e3O PAULO, 5799 - FIXA) - 2805.66m"", ""3209 (ROD. LUIZ HENRIQUE REZENDE NOVAES, 3941 - FIXA) - 2950.08m"", ""3210 (ROD. LUIZ HENRIQUE REZENDE NOVAES, 3270 - FIXA) - 3225.04m""]"
250931122,AVENIDA BRASIL KM 49 - SENTIDO SANTA CRUZ - FX 2,CAMPO GRANDE,"[""583 (AV. BRASIL X ESTR. RIO-S\u00c3O PAULO) - 1747.65m"", ""596 (AV. BRASIL X ESTR. DO CAMPINHO) - 2200.86m"", ""3206 (ESTR. RIO S\u00e3O PAULO, 5799 - FIXA) - 2805.66m"", ""3209 (ROD. LUIZ HENRIQUE REZENDE NOVAES, 3941 - FIXA) - 2950.08m"", ""3210 (ROD. LUIZ HENRIQUE REZENDE NOVAES, 3270 - FIXA) - 3225.04m""]"
250931123,AVENIDA BRASIL KM 49 - SENTIDO SANTA CRUZ - FX 3,CAMPO GRANDE,"[""583 (AV. BRASIL X ESTR. RIO-S\u00c3O PAULO) - 1747.65m"", ""596 (AV. BRASIL X ESTR. DO CAMPINHO) - 2200.86m"", ""3206 (ESTR. RIO S\u00e3O PAULO, 5799 - FIXA) - 2805.66m"", ""3209 (ROD. LUIZ HENRIQUE REZENDE NOVAES, 3941 - FIXA) - 2950.08m"", ""3210 (ROD. LUIZ HENRIQUE REZENDE NOVAES, 3270 - FIXA) - 3225.04m""]"
270011111,AUTOESTRADA LAGOA-BARRA PROXIMO AO GAVEA GOLF CLUB - SENTIDO BARRA - FX 1,SAO CONRADO,"[""329 (AUTO ESTR. LAGOA-BARRA X ALT. G\u00c1VEA GOLF CLUBE) - 16.79m"", ""122 (AUTOESTRADA X ESTR. DO JO\u00c1 - PR\u00d3XIMO AO T\u00daNEL DE S\u00c3O CONRADO) - 380.40m"", ""67 (PRAIA DE S\u00c3O CONRADO X AV. PROF. MENDES DE MORAIS) - 462.55m"", ""1550 (AUTOESTRADA ENG. FERNANDO MAC DOWELL  - FIXA) - 509.03m"", ""68 (AUTOESTRADA LAGOA-BARRA EM FRENTE SHOPPING FASHION MALL) - 524.33m""]"
270011112,AUTOESTRADA LAGOA-BARRA PROXIMO AO GAVEA GOLF CLUB - SENTIDO BARRA - FX 2,SAO CONRADO,"[""329 (AUTO ESTR. LAGOA-BARRA X ALT. G\u00c1VEA GOLF CLUBE) - 16.79m"", ""122 (AUTOESTRADA X ESTR. DO JO\u00c1 - PR\u00d3XIMO AO T\u00daNEL DE S\u00c3O CONRADO) - 380.40m"", ""67 (PRAIA DE S\u00c3O CONRADO X AV. PROF. MENDES DE MORAIS) - 462.55m"", ""1550 (AUTOESTRADA ENG. FERNANDO MAC DOWELL  - FIXA) - 509.03m"", ""68 (AUTOESTRADA LAGOA-BARRA EM FRENTE SHOPPING FASHION MALL) - 524.33m""]"
270021111,AUTOESTRADA LAGOA-BARRA PROXIMO AO GAVEA GOLF CLUB - SENTIDO LAGOA - FX 1,SAO CONRADO,"[""329 (AUTO ESTR. LAGOA-BARRA X ALT. G\u00c1VEA GOLF CLUBE) - 15.63m"", ""122 (AUTOESTRADA X ESTR. DO JO\u00c1 - PR\u00d3XIMO AO T\u00daNEL DE S\u00c3O CONRADO) - 361.78m"", ""67 (PRAIA DE S\u00c3O CONRADO X AV. PROF. MENDES DE MORAIS) - 441.02m"", ""1550 (AUTOESTRADA ENG. FERNANDO MAC DOWELL  - FIXA) - 528.16m"", ""68 (AUTOESTRADA LAGOA-BARRA EM FRENTE SHOPPING FASHION MALL) - 543.50m""]"
