camera_numero,bairro,locequip,latitude,longitude
480263112,LEBLON,RUA MARIO RIBEIRO PROXIMO A AVENIDA VISCONDE DE ALBUQUERQUE - SENTIDO PRACA SIBELIUS - FX 2,-22.9783580008,-43.2259640006
480263113,LEBLON,RUA MARIO RIBEIRO PROXIMO A AVENIDA VISCONDE DE ALBUQUERQUE - SENTIDO PRACA SIBELIUS - FX 3,-22.9783580008,-43.2259640006
480264111,LEBLON,AVENIDA VISCONDE DE ALBUQUERQUE PROXIMO AO Nº 1228 - SENTIDO GAVEA - FX 1,-22.9786770008,-43.2263270006
480264112,LEBLON,AVENIDA VISCONDE DE ALBUQUERQUE PROXIMO AO Nº 1228 - SENTIDO GAVEA - FX 2,-22.9786770008,-43.2263270006
480271111,GAVEA,AVENIDA RODRIGO OTAVIO PROXIMO A RUA ARTUR ARARIPE - SENTIDO PRACA SIBELIUS - FX 1,-22.9777750008,-43.2264730006
480271112,GAVEA,AVENIDA RODRIGO OTAVIO PROXIMO A RUA ARTUR ARARIPE - SENTIDO PRACA SIBELIUS - FX 2,-22.9777750008,-43.2264730006
480281111,IPANEMA,RUA BARAO DA TORRE PROXIMO AO Nº 408 - SENTIDO JARDIM DE ALAH - FX 1,-22.9830615674,-43.2067689875
480281112,IPANEMA,RUA BARAO DA TORRE PROXIMO AO Nº 408 - SENTIDO JARDIM DE ALAH - FX 2,-22.9830615674,-43.2067689875
480282111,IPANEMA,RUA MARIA QUITERIA PROXIMO AO Nº 74 - SENTIDO AVENIDA VIEIRA SOUTO - FX 1,-22.9828260008,-43.2069760006
480282112,IPANEMA,RUA MARIA QUITERIA PROXIMO AO Nº 74 - SENTIDO AVENIDA VIEIRA SOUTO - FX 2,-22.9828260008,-43.2069760006
480291111,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 900 - SENTIDO IPANEMA - FX 1,-22.9874350008,-43.2244000006
480291112,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 900 - SENTIDO IPANEMA - FX 2,-22.9874350008,-43.2244000006
480291113,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 900 - SENTIDO IPANEMA - FX 3,-22.9874350008,-43.2244000006
480291121,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 820 - SENTIDO SAO CONRADO - FX 1,-22.9872080008,-43.2238730006
480291122,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 820 - SENTIDO SAO CONRADO - FX 2,-22.9872080008,-43.2238730006
480291123,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 820 - SENTIDO SAO CONRADO - FX 3,-22.9872080008,-43.2238730006
480301111,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 1936 - SENTIDO IPANEMA - FX 1,-22.9687140008,-43.1804530006
480301112,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 1936 - SENTIDO IPANEMA - FX 2,-22.9687140008,-43.1804530006
480301113,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 1936 - SENTIDO IPANEMA - FX 3,-22.9687140008,-43.1804530006
480301121,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 1936 - SENTIDO LEME - FX 1,-22.9688780008,-43.1805880006
480301122,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 1936 - SENTIDO LEME - FX 2,-22.9688780008,-43.1805880006
480301123,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 1936 - SENTIDO LEME - FX 3,-22.9688780008,-43.1805880006
480311111,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 2266 - SENTIDO IPANEMA - FX 1,-22.9705480008,-43.1831540006
480311112,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 2266 - SENTIDO IPANEMA - FX 2,-22.9705480008,-43.1831540006
480311113,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 2266 - SENTIDO IPANEMA - FX 3,-22.9705480008,-43.1831540006
480311121,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 2302 - SENTIDO LEME - FX 1,-22.9709610008,-43.1834950006
480311122,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 2302 - SENTIDO LEME - FX 2,-22.9709610008,-43.1834950006
480311123,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 2302 - SENTIDO LEME - FX 3,-22.9709610008,-43.1834950006
480321111,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 2616 - SENTIDO IPANEMA - FX 1,-22.9728500008,-43.1856380006
480321112,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 2616 - SENTIDO IPANEMA - FX 2,-22.9728500008,-43.1856380006
480321113,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 2616 - SENTIDO IPANEMA - FX 3,-22.9728500008,-43.1856380006
480321121,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 2616 - SENTIDO LEME - FX 1,-22.9733150008,-43.1858880006
480321122,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 2616 - SENTIDO LEME - FX 2,-22.9733150008,-43.1858880006
480321123,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 2616 - SENTIDO LEME - FX 3,-22.9733150008,-43.1858880006
480331111,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 3056 - SENTIDO IPANEMA - FX 1,-22.9758600008,-43.1878060006
480331112,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 3056 - SENTIDO IPANEMA - FX 2,-22.9758600008,-43.1878060006
480331113,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 3056 - SENTIDO IPANEMA - FX 3,-22.9758600008,-43.1878060006
480331121,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 3056 - SENTIDO LEME - FX 1,-22.9760880008,-43.1877980006
480331122,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 3056 - SENTIDO LEME - FX 2,-22.9760880008,-43.1877980006
480331123,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 3056 - SENTIDO LEME - FX 3,-22.9760880008,-43.1877980006
480341111,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 3846 - SENTIDO IPANEMA - FX 1,-22.9824860008,-43.1898480006
480341112,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 3846 - SENTIDO IPANEMA - FX 2,-22.9824860008,-43.1898480006
480341113,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 3846 - SENTIDO IPANEMA - FX 3,-22.9824860008,-43.1898480006
480341121,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 3880 - SENTIDO LEME - FX 1,-22.9830000008,-43.1896720006
480341122,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 3880 - SENTIDO LEME - FX 2,-22.9830000008,-43.1896720006
480341123,COPACABANA,AVENIDA ATLANTICA PROXIMO AO Nº 3880 - SENTIDO LEME - FX 3,-22.9830000008,-43.1896720006
480351111,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 426 - SENTIDO IPANEMA - FX 1,-22.9867640008,-43.2201770006
480351112,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 426 - SENTIDO IPANEMA - FX 2,-22.9867640008,-43.2201770006
480351113,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 426 - SENTIDO IPANEMA - FX 3,-22.9867640008,-43.2201770006
480351121,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 426 - SENTIDO SAO CONRADO - FX 1,-22.9866200008,-43.2199760006
480351122,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 426 - SENTIDO SAO CONRADO - FX 2,-22.9866200008,-43.2199760006
480351123,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 426 - SENTIDO SAO CONRADO - FX 3,-22.9866200008,-43.2199760006
480361111,FLAMENGO,AVENIDA RUI BARBOSA PROXIMO AO INSTITUTO FERNANDES FIGUEIRA - SENTIDO CENTRO - FX 1,-22.9425570008,-43.1742970006
480361112,FLAMENGO,AVENIDA RUI BARBOSA PROXIMO AO INSTITUTO FERNANDES FIGUEIRA - SENTIDO CENTRO - FX 2,-22.9425570008,-43.1742970006
480361113,FLAMENGO,AVENIDA RUI BARBOSA PROXIMO AO INSTITUTO FERNANDES FIGUEIRA - SENTIDO CENTRO - FX 3,-22.9425570008,-43.1742970006
480371111,COPACABANA,RUA BOLIVAR PROXIMO AO Nº 45 - SENTIDO RUA POMPEU LOUREIRO - FX 1,-22.9759510008,-43.1898330006
480371112,COPACABANA,RUA BOLIVAR PROXIMO AO Nº 45 - SENTIDO RUA POMPEU LOUREIRO - FX 2,-22.9759510008,-43.1898330006
480372111,COPACABANA,AVENIDA NOSSA SENHORA DE COPACABANA PROXIMO AO Nº 956 - SENTIDO LEME - FX 1,-22.9761540008,-43.1901960006
480372112,COPACABANA,AVENIDA NOSSA SENHORA DE COPACABANA PROXIMO AO Nº 956 - SENTIDO LEME - FX 2,-22.9761540008,-43.1901960006
480372113,COPACABANA,AVENIDA NOSSA SENHORA DE COPACABANA PROXIMO AO Nº 956 - SENTIDO LEME - FX 3,-22.9761540008,-43.1901960006
480372114,COPACABANA,AVENIDA NOSSA SENHORA DE COPACABANA PROXIMO AO Nº 956 - SENTIDO LEME - FX 4,-22.9761540008,-43.1901960006
480381111,TIJUCA,AVENIDA HEITOR BELTRAO PROXIMO A RUA MARQUES DE VALENCA - SENTIDO RUA CONDE DE BONFIM - FX 1,-22.9209130008,-43.2255740006
480381112,TIJUCA,AVENIDA HEITOR BELTRAO PROXIMO A RUA MARQUES DE VALENCA - SENTIDO RUA CONDE DE BONFIM - FX 2,-22.9209130008,-43.2255740006
480381113,TIJUCA,AVENIDA HEITOR BELTRAO PROXIMO A RUA MARQUES DE VALENCA - SENTIDO RUA CONDE DE BONFIM - FX 3,-22.9209130008,-43.2255740006
480381114,TIJUCA,AVENIDA HEITOR BELTRAO PROXIMO A RUA MARQUES DE VALENCA - SENTIDO RUA CONDE DE BONFIM - FX 4,-22.9209130008,-43.2255740006
480382111,TIJUCA,RUA MARQUES DE VALENCA PROXIMO A AVENIDA HEITOR BELTRAO - SENTIDO RUA MARIZ E BARROS - FX 1,-22.9210600008,-43.2257520006
480382112,TIJUCA,RUA MARQUES DE VALENCA PROXIMO A AVENIDA HEITOR BELTRAO - SENTIDO RUA MARIZ E BARROS - FX 2,-22.9210600008,-43.2257520006
480391111,SAO CRISTOVAO,AVENIDA PEDRO II PROXIMO AO Nº 219 - SENTIDO CENTRO - FX 1,-22.9038330008,-43.2155790006
480391112,SAO CRISTOVAO,AVENIDA PEDRO II PROXIMO AO Nº 219 - SENTIDO CENTRO - FX 2,-22.9038330008,-43.2155790006
480391113,SAO CRISTOVAO,AVENIDA PEDRO II PROXIMO AO Nº 219 - SENTIDO CENTRO - FX 3,-22.9038330008,-43.2155790006
480391121,SAO CRISTOVAO,AVENIDA PEDRO II PROXIMO A RUA FIGUEIRA DE MELO - SENTIDO MARACANA - FX 1,-22.9035200008,-43.2151700006
480391122,SAO CRISTOVAO,AVENIDA PEDRO II PROXIMO A RUA FIGUEIRA DE MELO - SENTIDO MARACANA - FX 2,-22.9035200008,-43.2151700006
480391123,SAO CRISTOVAO,AVENIDA PEDRO II PROXIMO A RUA FIGUEIRA DE MELO - SENTIDO MARACANA - FX 3,-22.9035200008,-43.2151700006
480392111,SAO CRISTOVAO,RUA FIGUEIRA DE MELO PROXIMO A AVENIDA PEDRO II - SENTIDO AVENIDA PEDRO II - FX 1,-22.9038470008,-43.2151350006
480392112,SAO CRISTOVAO,RUA FIGUEIRA DE MELO PROXIMO A AVENIDA PEDRO II - SENTIDO AVENIDA PEDRO II - FX 2,-22.9038470008,-43.2151350006
480392113,SAO CRISTOVAO,RUA FIGUEIRA DE MELO PROXIMO A AVENIDA PEDRO II - SENTIDO AVENIDA PEDRO II - FX 3,-22.9038470008,-43.2151350006
480401111,ENGENHO DA RAINHA,ESTRADA ADHEMAR BEBIANO PROXIMO AO Nº 4063 - SENTIDO INHAUMA - FX 1,-22.8650590008,-43.2938810006
480401121,ENGENHO DA RAINHA,ESTRADA ADHEMAR BEBIANO PROXIMO AO Nº 3960 - SENTIDO TOMAS COELHO - FX 1,-22.8649240008,-43.2936950006
480411111,COMPLEXO DO ALEMAO,ESTRADA DO ITARARE PROXIMO AO Nº 585 - SENTIDO INHAUMA - FX 1,-22.8616190008,-43.2678780006
480411112,COMPLEXO DO ALEMAO,ESTRADA DO ITARARE PROXIMO AO Nº 585 - SENTIDO INHAUMA - FX 2,-22.8616190008,-43.2678780006
480411121,COMPLEXO DO ALEMAO,ESTRADA DO ITARARE PROXIMO AO Nº 585 - SENTIDO RAMOS - FX 1,-22.8618510008,-43.2677650006
480411122,COMPLEXO DO ALEMAO,ESTRADA DO ITARARE PROXIMO AO Nº 585 - SENTIDO RAMOS - FX 2,-22.8618510008,-43.2677650006
480421111,FLAMENGO,PRAIA DO FLAMENGO PROXIMO AO Nº 20 - SENTIDO BOTAFOGO - FX 1,-22.9251860008,-43.1728800006
480421112,FLAMENGO,PRAIA DO FLAMENGO PROXIMO AO Nº 20 - SENTIDO BOTAFOGO - FX 2,-22.9251860008,-43.1728800006
480421113,FLAMENGO,PRAIA DO FLAMENGO PROXIMO AO Nº 20 - SENTIDO BOTAFOGO - FX 3,-22.9251860008,-43.1728800006
480421121,FLAMENGO,PRAIA DO FLAMENGO PROXIMO AO Nº 20 - SENTIDO CENTRO - FX 1,-22.9258090008,-43.1729410006
480421122,FLAMENGO,PRAIA DO FLAMENGO PROXIMO AO Nº 20 - SENTIDO CENTRO - FX 2,-22.9258090008,-43.1729410006
480421123,FLAMENGO,PRAIA DO FLAMENGO PROXIMO AO Nº 20 - SENTIDO CENTRO - FX 3,-22.9258090008,-43.1729410006
480431111,TIJUCA,RUA CONDE DE BONFIM PROXIMO AO Nº 690 - SENTIDO ALTO DA BOA VISTA - FX 1,-22.9323570008,-43.2408300006
480431112,TIJUCA,RUA CONDE DE BONFIM PROXIMO AO Nº 690 - SENTIDO ALTO DA BOA VISTA - FX 2,-22.9323570008,-43.2408300006
480431113,TIJUCA,RUA CONDE DE BONFIM PROXIMO AO Nº 690 - SENTIDO ALTO DA BOA VISTA - FX 3,-22.9323570008,-43.2408300006
480431121,TIJUCA,RUA CONDE DE BONFIM PROXIMO AO Nº 719 - SENTIDO RIO COMPRIDO - FX 1,-22.9327390008,-43.2412410006
480431122,TIJUCA,RUA CONDE DE BONFIM PROXIMO AO Nº 719 - SENTIDO RIO COMPRIDO - FX 2,-22.9327390008,-43.2412410006
480432111,TIJUCA,RUA URUGUAI PROXIMO AO Nº 380 - SENTIDO RUA HOMEM DE MELO - FX 1,-22.9322780008,-43.2413450006
480432112,TIJUCA,RUA URUGUAI PROXIMO AO Nº 380 - SENTIDO RUA HOMEM DE MELO - FX 2,-22.9322780008,-43.2413450006
480432113,TIJUCA,RUA URUGUAI PROXIMO AO Nº 380 - SENTIDO RUA HOMEM DE MELO - FX 3,-22.9322780008,-43.2413450006
480432114,TIJUCA,RUA URUGUAI PROXIMO AO Nº 380 - SENTIDO RUA HOMEM DE MELO - FX 4,-22.9322780008,-43.2413450006
480441111,OLARIA,RUA IBIAPINA PROXIMO AO Nº 41 - SENTIDO BONSUCESSO - FX 1 FAIXA EXCLUSIVA BRT,-22.8442893828,-43.2689804949
480441112,OLARIA,RUA IBIAPINA PROXIMO AO Nº 41 - SENTIDO BONSUCESSO - FX 2,-22.8443065149,-43.269055448
480441113,OLARIA,RUA IBIAPINA PROXIMO AO Nº 41 - SENTIDO BONSUCESSO - FX 3,-22.8443065149,-43.269055448
480441121,OLARIA,RUA IBIAPINA PROXIMO AO Nº 41 - SENTIDO PENHA - FX 1 FAIXA EXCLUSIVA BRT,-22.8443406602,-43.2687431437
480441122,OLARIA,RUA IBIAPINA PROXIMO AO Nº 41 - SENTIDO PENHA - FX 2,-22.8443406602,-43.2687431437
480441123,OLARIA,RUA IBIAPINA PROXIMO AO Nº 41 - SENTIDO PENHA - FX 3,-22.8443406602,-43.2687431437
480451111,PILARES,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 6742 - SENTIDO BENFICA - FX 1,-22.8817480008,-43.2941970006
480451112,PILARES,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 6742 - SENTIDO BENFICA - FX 2,-22.8817480008,-43.2941970006
480451113,PILARES,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 6742 - SENTIDO BENFICA - FX 3,-22.8817480008,-43.2941970006
480451121,PILARES,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 6742 - SENTIDO MADUREIRA - FX 1,-22.8815340008,-43.2940180006
480451122,PILARES,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 6742 - SENTIDO MADUREIRA - FX 2,-22.8815340008,-43.2940180006
480451123,PILARES,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 6742 - SENTIDO MADUREIRA - FX 3,-22.8815340008,-43.2940180006
480461111,ALTO DA BOA VISTA,ESTRADA DE FURNAS PROXIMO AO Nº 1275 - SENTIDO ITANHANGA - FX 1,-22.9736660008,-43.2852140006
480461121,ALTO DA BOA VISTA,ESTRADA DE FURNAS PROXIMO AO Nº 1275 - SENTIDO TIJUCA - FX 1,-22.9738110008,-43.2853870006
480471111,COMPLEXO DO ALEMAO,ESTRADA DO ITARARE PROXIMO AO Nº 876 - SENTIDO INHAUMA - FX 1,-22.8651490008,-43.2689410006
480471112,COMPLEXO DO ALEMAO,ESTRADA DO ITARARE PROXIMO AO Nº 876 - SENTIDO INHAUMA - FX 2,-22.8651490008,-43.2689410006
480471121,COMPLEXO DO ALEMAO,ESTRADA DO ITARARE PROXIMO AO Nº 1031 - SENTIDO RAMOS - FX 1,-22.8655930008,-43.2689060006
480471122,COMPLEXO DO ALEMAO,ESTRADA DO ITARARE PROXIMO AO Nº 1031 - SENTIDO RAMOS - FX 2,-22.8655930008,-43.2689060006
480481111,GRAJAU,RUA BARAO DE MESQUITA PROXIMO AO Nº 1109 - SENTIDO ENGENHO NOVO - FX 1,-22.9237370008,-43.2580820006
480481112,GRAJAU,RUA BARAO DE MESQUITA PROXIMO AO Nº 1109 - SENTIDO ENGENHO NOVO - FX 2,-22.9237370008,-43.2580820006
480481113,GRAJAU,RUA BARAO DE MESQUITA PROXIMO AO Nº 1109 - SENTIDO ENGENHO NOVO - FX 3,-22.9237370008,-43.2580820006
480491111,MEIER,RUA DIAS DA CRUZ PROXIMO AO Nº 358 - SENTIDO AGUA SANTA - FX 1,-22.9042560008,-43.2863180006
480491121,MEIER,RUA DIAS DA CRUZ PROXIMO AO Nº 384 - SENTIDO ESTACAO MEIER - FX 1,-22.9044090008,-43.2869480006
480501111,PRACA DA BANDEIRA,RUA DO MATOSO PROXIMO A RUA JOAO PAULO I E A RUA DOUTOR SATAMINI - SENTIDO RIO COMPRIDO - FX 1,-22.9159930008,-43.2124220006
480501112,PRACA DA BANDEIRA,RUA DO MATOSO PROXIMO A RUA JOAO PAULO I E A RUA DOUTOR SATAMINI - SENTIDO RIO COMPRIDO - FX 2,-22.9159930008,-43.2124220006
480502111,PRACA DA BANDEIRA,RUA JOAO PAULO I PROXIMO A RUA DO MATOSO E A RUA DOUTOR SATAMINI - SENTIDO TIJUCA - FX 1,-22.9162420008,-43.2120350006
480502112,PRACA DA BANDEIRA,RUA JOAO PAULO I PROXIMO A RUA DO MATOSO E A RUA DOUTOR SATAMINI - SENTIDO TIJUCA - FX 2,-22.9162420008,-43.2120350006
480502113,PRACA DA BANDEIRA,RUA JOAO PAULO I PROXIMO A RUA DO MATOSO E A RUA DOUTOR SATAMINI - SENTIDO TIJUCA - FX 3,-22.9162420008,-43.2120350006
480502114,PRACA DA BANDEIRA,RUA JOAO PAULO I PROXIMO A RUA DO MATOSO E A RUA DOUTOR SATAMINI - SENTIDO TIJUCA - FX 4,-22.9162420008,-43.2120350006
480511111,VILA ISABEL,RUA GONZAGA BASTOS PROXIMO AO Nº 271 - SENTIDO VILA ISABEL - FX 1,-22.9189390008,-43.2408570006
480511112,VILA ISABEL,RUA GONZAGA BASTOS PROXIMO AO Nº 271 - SENTIDO VILA ISABEL - FX 2,-22.9189390008,-43.2408570006
480512111,VILA ISABEL,RUA MAXWELL PROXIMO AO Nº 145 - SENTIDO MARACANA - FX 1,-22.9188090008,-43.2411140006
480512112,VILA ISABEL,RUA MAXWELL PROXIMO AO Nº 145 - SENTIDO MARACANA - FX 2,-22.9188090008,-43.2411140006
480522111,RAMOS,AVENIDA TEIXEIRA DE CASTRO PROXIMO A AVENIDA DOS CAMPEOES - SENTIDO  UNICO - FX 1,-22.8553570008,-43.2522270006
480522112,RAMOS,AVENIDA TEIXEIRA DE CASTRO PROXIMO A AVENIDA DOS CAMPEOES - SENTIDO  UNICO - FX 2,-22.8553570008,-43.2522270006
480531111,ENGENHO DE DENTRO,RUA GOIAS PROXIMO AO Nº 124 - SENTIDO UNICO - FX 1,-22.8953183339,-43.2989524189
480531112,ENGENHO DE DENTRO,RUA GOIAS PROXIMO AO Nº 124 - SENTIDO UNICO - FX 2,-22.8953183339,-43.2989524189
480531113,ENGENHO DE DENTRO,RUA GOIAS PROXIMO AO Nº 124 - SENTIDO UNICO - FX 3,-22.8953183339,-43.2989524189
480532111,ENGENHO DE DENTRO,RUA GUINEZA PROXIMO AO Nº 26 - SENTIDO UNICO - FX 1,-22.8951755662,-43.2987860946
490011111,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA BRT,-23.0001623381,-43.378062247
490011112,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL,-23.0001620007,-43.3780640006
490011113,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SANTA CRUZ - FX 3 PISTA CENTRAL,-23.0001620007,-43.3780640006
490011121,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SAO CONRADO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA BRT,-23.0005091854,-43.378707508
490011122,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SAO CONRADO - FX 2 PISTA CENTRAL,-23.0005090007,-43.3787070006
490011123,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SAO CONRADO - FX 3 PISTA CENTRAL,-23.0005090007,-43.3787070006
490011211,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SANTA CRUZ - FX 1 PISTA LATERAL,-23.0000430007,-43.3783150006
490011212,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SANTA CRUZ - FX 2 PISTA LATERAL,-23.0000430007,-43.3783150006
490011213,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SANTA CRUZ - FX 3 PISTA LATERAL,-23.0000430007,-43.3783150006
490011221,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SAO CONRADO - FX 1 PISTA LATERAL,-23.0007700007,-43.3784620006
490011222,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SAO CONRADO - FX 2 PISTA LATERAL,-23.0007700007,-43.3784620006
490011223,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 6700 - SENTIDO SAO CONRADO - FX 3 PISTA LATERAL,-23.0007700007,-43.3784620006
490021111,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7907 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA BRT,-23.0003030771,-43.3880134933
490021112,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7907 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL,-23.0003030007,-43.3880130006
490021113,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7907 - SENTIDO SANTA CRUZ - FX 3 PISTA CENTRAL,-23.0003030007,-43.3880130006
490021121,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7907 - SENTIDO SAO CONRADO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA BRT,-23.0006091854,-43.3886860153
490021122,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7907 - SENTIDO SAO CONRADO - FX 2 PISTA CENTRAL,-23.0006100007,-43.3886860006
490021123,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7907 - SENTIDO SAO CONRADO - FX 3 PISTA CENTRAL,-23.0006100007,-43.3886860006
490021211,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7907 - SENTIDO SANTA CRUZ - FX 1 PISTA LATERAL,-23.0002340007,-43.3883140006
490021212,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7907 - SENTIDO SANTA CRUZ - FX 2 PISTA LATERAL,-23.0002340007,-43.3883140006
490021213,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7907 - SENTIDO SANTA CRUZ - FX 3 PISTA LATERAL,-23.0002340007,-43.3883140006
490021221,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7907 - SENTIDO SAO CONRADO - FX 1 PISTA LATERAL,-23.0008170007,-43.3887590006
490021222,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7907 - SENTIDO SAO CONRADO - FX 2 PISTA LATERAL,-23.0008170007,-43.3887590006
490021223,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7907 - SENTIDO SAO CONRADO - FX 3 PISTA LATERAL,-23.0008170007,-43.3887590006
490031111,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 8505 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA BRT,-23.0001061929,-43.39659595
490031112,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 8505 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL,-23.0001060007,-43.3965960006
490031113,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 8505 - SENTIDO SANTA CRUZ - FX 3 PISTA CENTRAL,-23.0001060007,-43.3965960006
490031121,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 8888 - SENTIDO SAO CONRADO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA BRT,-23.0003914317,-43.3971874933
490031122,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 8888 - SENTIDO SAO CONRADO - FX 2 PISTA CENTRAL,-23.0003900007,-43.3971870006
490031123,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 8888 - SENTIDO SAO CONRADO - FX 3 PISTA CENTRAL,-23.0003900007,-43.3971870006
490031211,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 8505 - SENTIDO SANTA CRUZ - FX 1 PISTA LATERAL,-22.9999730007,-43.3968640006
