camera_numero,bairro,locequip,latitude,longitude
250351112,SAO CRISTOVAO,AVENIDA FRANCISCO BICALHO PROXIMO AO Nº 234 - SENTIDO CENTRO - FX 2 PISTA CENTRAL,-22.9045810008,-43.2101810006
250351113,SAO CRISTOVAO,AVENIDA FRANCISCO BICALHO PROXIMO AO Nº 234 - SENTIDO CENTRO - FX 3 PISTA CENTRAL,-22.9045810008,-43.2101810006
250361111,SAO CRISTOVAO,RUA FRANCISCO EUGENIO PROXIMO A AVENIDA FRANCISCO BICALHO - SENTIDO CENTRO - FX 1 PISTA 1,-22.9068240008,-43.2107950006
250361112,SAO CRISTOVAO,RUA FRANCISCO EUGENIO PROXIMO A AVENIDA FRANCISCO BICALHO - SENTIDO CENTRO - FX 2 PISTA 1,-22.9068240008,-43.2107950006
250361211,SAO CRISTOVAO,RUA FRANCISCO EUGENIO PROXIMO A AVENIDA FRANCISCO BICALHO - SENTIDO CENTRO - FX 1 PISTA 2,-22.9069670008,-43.2107380006
250361212,SAO CRISTOVAO,RUA FRANCISCO EUGENIO PROXIMO A AVENIDA FRANCISCO BICALHO - SENTIDO CENTRO - FX 2 PISTA 2,-22.9069670008,-43.2107380006
250371111,ACARI,"AVENIDA BRASIL KM 18,7 - SENTIDO CENTRO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",-22.8256190008,-43.3363500006
250371112,ACARI,"AVENIDA BRASIL KM 18,7 - SENTIDO CENTRO - FX 2 PISTA CENTRAL",-22.8257490008,-43.3363500006
250371113,ACARI,"AVENIDA BRASIL KM 18,7 - SENTIDO CENTRO - FX 3 PISTA CENTRAL",-22.8257490008,-43.3363500006
250371114,ACARI,"AVENIDA BRASIL KM 18,7 - SENTIDO CENTRO - FX 4 PISTA CENTRAL",-22.8257490008,-43.3363500006
250371121,ACARI,"AVENIDA BRASIL KM 18,7 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",-22.8255480008,-43.3361510006
250371122,ACARI,"AVENIDA BRASIL KM 18,7 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL",-22.8255480008,-43.3361990006
250371123,ACARI,"AVENIDA BRASIL KM 18,7 - SENTIDO SANTA CRUZ - FX 3 PISTA CENTRAL",-22.8255480008,-43.3361990006
250371124,ACARI,"AVENIDA BRASIL KM 18,7 - SENTIDO SANTA CRUZ - FX 4 PISTA CENTRAL",-22.8255480008,-43.3361990006
250371211,IRAJA,"AVENIDA BRASIL KM 18,7 - SENTIDO CENTRO - FX 1 PISTA LATERAL",-22.8257600008,-43.3362900006
250371212,IRAJA,"AVENIDA BRASIL KM 18,7 - SENTIDO CENTRO - FX 2 PISTA LATERAL",-22.8257600008,-43.3362900006
250371221,ACARI,"AVENIDA BRASIL KM 18,7 - SENTIDO SANTA CRUZ - FX 1 PISTA LATERAL",-22.8254230008,-43.3362060006
250371222,ACARI,"AVENIDA BRASIL KM 18,7 - SENTIDO SANTA CRUZ - FX 2 PISTA LATERAL",-22.8254230008,-43.3362060006
250381111,BARRA DA TIJUCA,AVENIDA MINISTRO IVAN LINS PROXIMO A PRACA EUVALDO LODI - SENTIDO SAO CONRADO - FX 1,-23.0073780008,-43.3051060006
250381112,BARRA DA TIJUCA,AVENIDA MINISTRO IVAN LINS PROXIMO A PRACA EUVALDO LODI - SENTIDO SAO CONRADO - FX 2,-23.0073780008,-43.3051060006
250381113,BARRA DA TIJUCA,AVENIDA MINISTRO IVAN LINS PROXIMO A PRACA EUVALDO LODI - SENTIDO SAO CONRADO - FX 3,-23.0073780008,-43.3051060006
250391111,JARDIM BOTANICO,RUA JARDIM BOTANICO PROXIMO AO Nº 758 - SENTIDO GAVEA - FX 1,-22.9663580008,-43.2194190006
250401111,JARDIM BOTANICO,VIADUTO SAINT HILAIRE ENTRADA DO TUNEL REBOUCAS - SENTIDO TUNEL REBOUCAS - FX 1,-22.9592360008,-43.2042670006
250401112,JARDIM BOTANICO,VIADUTO SAINT HILAIRE ENTRADA DO TUNEL REBOUCAS - SENTIDO TUNEL REBOUCAS - FX 2,-22.9592360008,-43.2042670006
250411112,PARADA DE LUCAS,AVENIDA BRASIL PROXIMO A ESTACAO PARADA DE LUCAS - SENTIDO CENTRO - FX 2 PISTA CENTRAL,-22.8161510008,-43.3030210006
250411113,PARADA DE LUCAS,AVENIDA BRASIL PROXIMO A ESTACAO PARADA DE LUCAS - SENTIDO CENTRO - FX 3 PISTA CENTRAL,-22.8161510008,-43.3030210006
250411114,PARADA DE LUCAS,AVENIDA BRASIL PROXIMO A ESTACAO PARADA DE LUCAS - SENTIDO CENTRO - FX 4 PISTA CENTRAL,-22.8161510008,-43.3030210006
250421111,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 1222 - SENTIDO IPANEMA - FX 1,-22.9885170008,-43.2274290006
250421112,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 1222 - SENTIDO IPANEMA - FX 2,-22.9885170008,-43.2274290006
250421113,LEBLON,AVENIDA DELFIM MOREIRA PROXIMO AO Nº 1222 - SENTIDO IPANEMA - FX 3,-22.9885170008,-43.2274290006
250431111,SANTO CRISTO,AVENIDA FRANCISCO BICALHO PROXIMO AO VIADUTO PAULO DE SOUZA REIS - SENTIDO AVENIDA BRASIL - FX 1 PISTA CENTRAL,-22.9066830008,-43.2096300006
250431112,SANTO CRISTO,AVENIDA FRANCISCO BICALHO PROXIMO AO VIADUTO PAULO DE SOUZA REIS - SENTIDO AVENIDA BRASIL - FX 2 PISTA CENTRAL,-22.9066830008,-43.2096300006
250441112,CAJU,AVENIDA BRASIL ACESSO A LINHA VERMELHA - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL,-22.8873130008,-43.2238800006
250441113,CAJU,AVENIDA BRASIL ACESSO A LINHA VERMELHA - SENTIDO SANTA CRUZ - FX 3 PISTA CENTRAL,-22.8873130008,-43.2238800006
250441114,CAJU,AVENIDA BRASIL ACESSO A LINHA VERMELHA - SENTIDO SANTA CRUZ - FX 4 PISTA CENTRAL,-22.8873130008,-43.2238800006
250471111,PRACA DA BANDEIRA,AVENIDA ENGENHEIRO FREYSSINET PROXIMO A PREFEITURA - SENTIDO TUNEL REBOUCAS - FX 1,-22.9141480008,-43.2100820006
250471112,PRACA DA BANDEIRA,AVENIDA ENGENHEIRO FREYSSINET PROXIMO A PREFEITURA - SENTIDO TUNEL REBOUCAS - FX 2,-22.9141480008,-43.2100820006
250481211,SAO CRISTOVAO,AVENIDA BRASIL ACESSO AO ELEVADO DO GASOMETRO - SENTIDO CENTRO - FX 1 PISTA LATERAL,-22.8885730008,-43.2229710006
250481212,SAO CRISTOVAO,AVENIDA BRASIL ACESSO AO ELEVADO DO GASOMETRO - SENTIDO CENTRO - FX 2 PISTA LATERAL,-22.8885730008,-43.2229710006
250491111,PRACA DA BANDEIRA,RUA TEIXEIRA SOARES PROXIMO AO Nº 38 - SENTIDO CENTRO - FX 1,-22.9114880008,-43.2157690006
250491112,PRACA DA BANDEIRA,RUA TEIXEIRA SOARES PROXIMO AO Nº 38 - SENTIDO CENTRO - FX 2,-22.9114880008,-43.2157690006
250511113,SAO CRISTOVAO,AVENIDA BRASIL ACESSO AO ELEVADO DO GASOMETRO - SENTIDO CENTRO - FX 3 PISTA CENTRAL,-22.8885930008,-43.2229310006
250511114,SAO CRISTOVAO,AVENIDA BRASIL ACESSO AO ELEVADO DO GASOMETRO - SENTIDO CENTRO - FX 4 PISTA CENTRAL,-22.8885930008,-43.2229310006
250521211,SAO CRISTOVAO,AVENIDA FRANCISCO BICALHO PROXIMO AO Nº 234 - SENTIDO CENTRO - FX 1 PISTA LATERAL,-22.9046040008,-43.2102280006
250521212,SAO CRISTOVAO,AVENIDA FRANCISCO BICALHO PROXIMO AO Nº 234 - SENTIDO CENTRO - FX 2 PISTA LATERAL,-22.9046040008,-43.2102280006
250531111,PARADA DE LUCAS,"AVENIDA BRASIL KM 15,7 - SENTIDO CENTRO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",-22.8176070008,-43.3073640006
250541113,MARACANA,AVENIDA PRESIDENTE CASTELO BRANCO PROXIMO A ESTACAO DE TREM MARACANA - SENTIDO MEIER - FX 3,-22.9102900008,-43.2315580006
250541114,MARACANA,AVENIDA PRESIDENTE CASTELO BRANCO PROXIMO A ESTACAO DE TREM MARACANA - SENTIDO MEIER - FX 4,-22.9102900008,-43.2315580006
250551111,PAVUNA,VIA EXPRESSA PRESIDENTE JOAO GOULART KM 20 - SENTIDO VIA DUTRA - FX 1,-22.8025880008,-43.3390990006
250551112,PAVUNA,VIA EXPRESSA PRESIDENTE JOAO GOULART KM 20 - SENTIDO VIA DUTRA - FX 2,-22.8025880008,-43.3390990006
250551113,PAVUNA,VIA EXPRESSA PRESIDENTE JOAO GOULART KM 20 - SENTIDO VIA DUTRA - FX 3,-22.8025880008,-43.3390990006
250561213,SAO CRISTOVAO,AVENIDA FRANCISCO BICALHO PROXIMO AO Nº 234 - SENTIDO CENTRO - FX 3 PISTA LATERAL,-22.9046100008,-43.2103380006
250571113,CORDOVIL,VIA EXPRESSA PRESIDENTE JOAO GOULART KM 13 - SENTIDO VIA DUTRA - FX 3,-22.8074620008,-43.2829140006
250581113,PRACA DA BANDEIRA,RUA TEIXEIRA SOARES PROXIMO AO Nº 38 - SENTIDO CENTRO - FX 3,-22.9115280008,-43.2157860006
250581114,PRACA DA BANDEIRA,RUA TEIXEIRA SOARES PROXIMO AO Nº 38 - SENTIDO CENTRO - FX 4,-22.9115280008,-43.2157860006
250591111,CORDOVIL,VIA EXPRESSA PRESIDENTE JOAO GOULART KM 13 - SENTIDO VIA DUTRA - FX 1,-22.8075980008,-43.2829570006
250591112,CORDOVIL,VIA EXPRESSA PRESIDENTE JOAO GOULART KM 13 - SENTIDO VIA DUTRA - FX 2,-22.8075980008,-43.2829570006
250601111,CENTRO,AVENIDA GENERAL JUSTO PROXIMO AO Nº 171 - SENTIDO ATERRO - FX 1,-22.9086550008,-43.1684410006
250601112,CENTRO,AVENIDA GENERAL JUSTO PROXIMO AO Nº 171 - SENTIDO ATERRO - FX 2,-22.9086550008,-43.1684410006
250601113,CENTRO,AVENIDA GENERAL JUSTO PROXIMO AO Nº 171 - SENTIDO ATERRO - FX 3,-22.9086550008,-43.1684410006
250611111,CENTRO,AVENIDA PRESIDENTE VARGAS ACESSO AO ELEVADO DA PERIMETRAL - SENTIDO PRACA XV - FX 1,-22.9001520008,-43.1759790006
250611112,CENTRO,AVENIDA PRESIDENTE VARGAS ACESSO AO ELEVADO DA PERIMETRAL - SENTIDO PRACA XV - FX 2,-22.9001520008,-43.1759790006
250621111,OLARIA,"AVENIDA BRASIL KM 9,9 - SENTIDO CENTRO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",-22.8360950008,-43.2596270006
250621121,OLARIA,"AVENIDA BRASIL KM 9,9 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",-22.8362630008,-43.2593120006
250631111,MARACANA,AVENIDA PRESIDENTE CASTELO BRANCO PROXIMO A ESTACAO DE TREM MARACANA - SENTIDO MEIER - FX 1,-22.9101350008,-43.2315200006
250631112,MARACANA,AVENIDA PRESIDENTE CASTELO BRANCO PROXIMO A ESTACAO DE TREM MARACANA - SENTIDO MEIER - FX 2,-22.9101350008,-43.2315200006
250641111,CAMPO GRANDE,AVENIDA CESARIO DE MELO PROXIMO AO Nº 3275 - SENTIDO SANTISSIMO - FX 1,-22.9076930007,-43.5632600006
250641112,CAMPO GRANDE,AVENIDA CESARIO DE MELO PROXIMO AO Nº 3275 - SENTIDO SANTISSIMO - FX 2,-22.9076930007,-43.5632600006
250651111,REALENGO,AVENIDA DE SANTA CRUZ PROXIMO AO Nº 285 - SENTIDO REALENGO - FX 1,-22.8788250008,-43.4267900006
250651112,REALENGO,AVENIDA DE SANTA CRUZ PROXIMO AO Nº 285 - SENTIDO REALENGO - FX 2,-22.8788250008,-43.4267900006
250661111,BANGU,AVENIDA DE SANTA CRUZ PROXIMO AO Nº 6197 - SENTIDO REALENGO - FX 1 PISTA CENTRAL,-22.8808680008,-43.4799700006
250661112,BANGU,AVENIDA DE SANTA CRUZ PROXIMO AO Nº 6197 - SENTIDO REALENGO - FX 2 PISTA CENTRAL,-22.8808680008,-43.4799700006
250671111,BENFICA,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 79 - SENTIDO BENFICA - FX 1,-22.8915560008,-43.2410790006
250671112,BENFICA,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 79 - SENTIDO BENFICA - FX 2,-22.8915560008,-43.2410790006
250671113,BENFICA,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 79 - SENTIDO BENFICA - FX 3,-22.8915560008,-43.2410790006
250681111,DEL CASTILHO,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 4081 - SENTIDO BENFICA - FX 1,-22.8811160008,-43.2737700006
250681112,DEL CASTILHO,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 4081 - SENTIDO BENFICA - FX 2,-22.8811160008,-43.2737700006
250681113,DEL CASTILHO,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 4081 - SENTIDO BENFICA - FX 3,-22.8811160008,-43.2737700006
250691111,CASCADURA,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 9756 - SENTIDO BENFICA - FX 1,-22.8832370008,-43.3211080006
250691112,CASCADURA,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 9756 - SENTIDO BENFICA - FX 2,-22.8832370008,-43.3211080006
250701111,CASCADURA,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 10295 - SENTIDO BENFICA - FX 1,-22.8821410008,-43.3262960006
250701112,CASCADURA,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 10295 - SENTIDO BENFICA - FX 2,-22.8821410008,-43.3262960006
250711111,SAO FRANCISCO XAVIER,AVENIDA MARECHAL RONDON PROXIMO AO Nº 300 - SENTIDO MARACANA - FX 1,-22.9054770008,-43.2438740006
250711112,SAO FRANCISCO XAVIER,AVENIDA MARECHAL RONDON PROXIMO AO Nº 300 - SENTIDO MARACANA - FX 2,-22.9054770008,-43.2438740006
250711113,SAO FRANCISCO XAVIER,AVENIDA MARECHAL RONDON PROXIMO AO Nº 300 - SENTIDO MARACANA - FX 3,-22.9054770008,-43.2438740006
250721111,CACUIA,ESTRADA DA CACUIA PROXIMO AO Nº 515 - SENTIDO ESTRADA DO GALEAO - FX 1,-22.8107070008,-43.1869580006
250721112,CACUIA,ESTRADA DA CACUIA PROXIMO AO Nº 515 - SENTIDO ESTRADA DO GALEAO - FX 2,-22.8107070008,-43.1869580006
250731111,GALEAO,ESTRADA DO GALEAO PROXIMO AO Nº 3833 - SENTIDO ZUMBI - FX 1,-22.8122213742,-43.2185562539
250731112,GALEAO,ESTRADA DO GALEAO PROXIMO AO Nº 3833 - SENTIDO ZUMBI - FX 2,-22.8122213742,-43.2185562539
250731113,GALEAO,ESTRADA DO GALEAO PROXIMO AO Nº 3833 - SENTIDO ZUMBI - FX 3,-22.8122213742,-43.2185562539
250741111,CAMPINHO,RUA CANDIDO BENICIO PROXIMO AO Nº 89 - SENTIDO CAMPINHO - FX 1,-22.8846470008,-43.3427730006
250741112,CAMPINHO,RUA CANDIDO BENICIO PROXIMO AO Nº 89 - SENTIDO CAMPINHO - FX 2,-22.8846470008,-43.3427730006
250751111,PRACA SECA,RUA CANDIDO BENICIO PROXIMO AO Nº 1671 - SENTIDO CAMPINHO - FX 1,-22.8961060008,-43.3506930006
250751112,PRACA SECA,RUA CANDIDO BENICIO PROXIMO AO Nº 1671 - SENTIDO CAMPINHO - FX 2,-22.8961060008,-43.3506930006
250761111,PADRE MIGUEL,RUA FRANCISCO REAL PROXIMO AO Nº 443 - SENTIDO REALENGO - FX 1,-22.8787520008,-43.4497340006
250761112,PADRE MIGUEL,RUA FRANCISCO REAL PROXIMO AO Nº 443 - SENTIDO REALENGO - FX 2,-22.8787520008,-43.4497340006
250771111,MEIER,RUA HERMENGARDA PROXIMO AO Nº 131 - SENTIDO ENGENHO NOVO - FX 1,-22.9029940008,-43.2796900006
250771112,MEIER,RUA HERMENGARDA PROXIMO AO Nº 131 - SENTIDO ENGENHO NOVO - FX 2,-22.9029940008,-43.2796900006
250771113,MEIER,RUA HERMENGARDA PROXIMO AO Nº 131 - SENTIDO ENGENHO NOVO - FX 3,-22.9029940008,-43.2796900006
250781111,MEIER,RUA VINTE E QUATRO DE MAIO PROXIMO AO Nº 1311 - SENTIDO MEIER - FX 1,-22.9032830008,-43.2767790006
250781112,MEIER,RUA VINTE E QUATRO DE MAIO PROXIMO AO Nº 1311 - SENTIDO MEIER - FX 2,-22.9032830008,-43.2767790006
250791111,VILA ISABEL,RUA VISCONDE DE SANTA ISABEL PROXIMO AO Nº 261 - SENTIDO GRAJAU - FX 1 PISTA 1,-22.9170920008,-43.2613110006
250791112,VILA ISABEL,RUA VISCONDE DE SANTA ISABEL PROXIMO AO Nº 261 - SENTIDO GRAJAU - FX 2 PISTA 1,-22.9170920008,-43.2613110006
250791113,VILA ISABEL,RUA VISCONDE DE SANTA ISABEL PROXIMO AO Nº 261 - SENTIDO GRAJAU - FX 3 PISTA 1,-22.9170920008,-43.2613110006
250801111,CORDOVIL,"AVENIDA BRASIL KM 14,3 - SENTIDO CENTRO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",-22.8144330008,-43.2941930006
250811111,PENHA CIRCULAR,"AVENIDA BRASIL KM 12,1 - SENTIDO CENTRO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",-22.8249090008,-43.2771280006
250811121,PENHA CIRCULAR,"AVENIDA BRASIL KM 12,1 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",-22.8249090008,-43.2771280006
250821121,CORDOVIL,"AVENIDA BRASIL KM 14,3 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",-22.8144330008,-43.2941930006
250831111,BONSUCESSO,"AVENIDA BRASIL KM 6,1 - SENTIDO CENTRO - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",-22.8625100008,-43.2478860006
250831121,BONSUCESSO,"AVENIDA BRASIL KM 6,1 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL FAIXA EXCLUSIVA",-22.8625100008,-43.2478860006
250841111,CENTRO,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA XV - FX 1 PISTA CENTRAL,-22.9050730008,-43.1908530006
250841112,CENTRO,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA XV - FX 2 PISTA CENTRAL,-22.9050730008,-43.1908530006
250841121,CENTRO,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA DA BANDEIRA - FX 1 PISTA CENTRAL,-22.9050730008,-43.1908530006
250841122,CENTRO,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA DA BANDEIRA - FX 2 PISTA CENTRAL,-22.9050730008,-43.1908530006
250851111,CENTRO,AVENIDA JUSCELINO KUBITSCHEK   - SENTIDO ATERRO - FX 1,-22.9046130008,-43.1711710006
250851112,CENTRO,AVENIDA JUSCELINO KUBITSCHEK   - SENTIDO ATERRO - FX 2,-22.9046130008,-43.1711710006
250861111,SANTO CRISTO,RUA EQUADOR PROXIMO AO Nº 558 - SENTIDO PRACA MAUA - FX 1,-22.8986110008,-43.2062510006
250861112,SANTO CRISTO,RUA EQUADOR PROXIMO AO Nº 558 - SENTIDO PRACA MAUA - FX 2,-22.8986110008,-43.2062510006
250861113,SANTO CRISTO,RUA EQUADOR PROXIMO AO Nº 558 - SENTIDO PRACA MAUA - FX 3,-22.8986110008,-43.2062510006
250871111,SANTO CRISTO,RUA DA GAMBOA PROXIMO AO Nº 803 - SENTIDO AVENIDA BRASIL - FX 1,-22.8976530008,-43.2055710006
250871112,SANTO CRISTO,RUA DA GAMBOA PROXIMO AO Nº 803 - SENTIDO AVENIDA BRASIL - FX 2,-22.8976530008,-43.2055710006
250871113,SANTO CRISTO,RUA DA GAMBOA PROXIMO AO Nº 803 - SENTIDO AVENIDA BRASIL - FX 3,-22.8976530008,-43.2055710006
250881211,SANTO CRISTO,AVENIDA FRANCISCO BICALHO PROXIMO AO Nº 10 - SENTIDO AVENIDA BRASIL - FX 1 PISTA LATERAL,-22.9067230008,-43.2094670006
250881212,SANTO CRISTO,AVENIDA FRANCISCO BICALHO PROXIMO AO Nº 10 - SENTIDO AVENIDA BRASIL - FX 2 PISTA LATERAL,-22.9067230008,-43.2094670006
250891223,CENTRO,AVENIDA PRESIDENTE ANTONIO CARLOS PROXIMO A PRACA DO EXPEDICIONARIO - SENTIDO CANDELARIA - FX 3 PISTA LATERAL,-22.9069730008,-43.1728170006
250891224,CENTRO,AVENIDA PRESIDENTE ANTONIO CARLOS PROXIMO A PRACA DO EXPEDICIONARIO - SENTIDO CANDELARIA - FX 4 PISTA LATERAL,-22.9069730008,-43.1728170006
250901211,CENTRO,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA DA BANDEIRA - FX 1 PISTA LATERAL,-22.9050680008,-43.1913410006
250901212,CENTRO,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA DA BANDEIRA - FX 2 PISTA LATERAL,-22.9050680008,-43.1913410006
250901221,CENTRO,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA XV - FX 1 PISTA LATERAL,-22.9053030008,-43.1910610006
250901222,CENTRO,AVENIDA PRESIDENTE VARGAS PROXIMO A CENTRAL DO BRASIL - SENTIDO PRACA XV - FX 2 PISTA LATERAL,-22.9053030008,-43.1910610006
250911111,CENTRO,AVENIDA PASSOS PROXIMO A RUA BUENOS AIRES - SENTIDO LAPA - FX 1,-22.9046030008,-43.1830880006
250911112,CENTRO,AVENIDA PASSOS PROXIMO A RUA BUENOS AIRES - SENTIDO LAPA - FX 2,-22.9046030008,-43.1830880006
250921112,FLAMENGO,AVENIDA RUI BARBOSA PROXIMO AO Nº 566 - SENTIDO CENTRO - FX 2,-22.9417470008,-43.1731170006
250921113,FLAMENGO,AVENIDA RUI BARBOSA PROXIMO AO Nº 566 - SENTIDO CENTRO - FX 3,-22.9417470008,-43.1731170006
250931121,CAMPO GRANDE,AVENIDA BRASIL KM 49 - SENTIDO SANTA CRUZ - FX 1,-22.8753310007,-43.6119710006
250931122,CAMPO GRANDE,AVENIDA BRASIL KM 49 - SENTIDO SANTA CRUZ - FX 2,-22.8753310007,-43.6119710006
250931123,CAMPO GRANDE,AVENIDA BRASIL KM 49 - SENTIDO SANTA CRUZ - FX 3,-22.8753310007,-43.6119710006
270011111,SAO CONRADO,AUTOESTRADA LAGOA-BARRA PROXIMO AO GAVEA GOLF CLUB - SENTIDO BARRA - FX 1,-22.9978300008,-43.2653460006
270011112,SAO CONRADO,AUTOESTRADA LAGOA-BARRA PROXIMO AO GAVEA GOLF CLUB - SENTIDO BARRA - FX 2,-22.9978300008,-43.2653460006
270021111,SAO CONRADO,AUTOESTRADA LAGOA-BARRA PROXIMO AO GAVEA GOLF CLUB - SENTIDO LAGOA - FX 1,-22.9979840008,-43.2654910006
270021112,SAO CONRADO,AUTOESTRADA LAGOA-BARRA PROXIMO AO GAVEA GOLF CLUB - SENTIDO LAGOA - FX 2,-22.9979840008,-43.2654910006
270031111,RECREIO DOS BANDEIRANTES,AVENIDA ALFREDO BALTHAZAR DA SILVEIRA PROXIMO AO Nº 1270 - SENTIDO PRAIA - FX 1,-23.0161170007,-43.4485530006
270031112,RECREIO DOS BANDEIRANTES,AVENIDA ALFREDO BALTHAZAR DA SILVEIRA PROXIMO AO Nº 1270 - SENTIDO PRAIA - FX 2,-23.0161170007,-43.4485530006
270041111,LAGOA,AVENIDA BORGES DE MEDEIROS PROXIMO AO Nº 1601 - SENTIDO PRAIA - FX 1,-22.9732310008,-43.2179670006
270041112,LAGOA,AVENIDA BORGES DE MEDEIROS PROXIMO AO Nº 1601 - SENTIDO PRAIA - FX 2,-22.9732310008,-43.2179670006
270051111,LAGOA,AVENIDA BORGES DE MEDEIROS PROXIMO AO Nº 2225 - SENTIDO TUNEL REBOUCAS - FX 1,-22.9693870008,-43.2173970006
270051112,LAGOA,AVENIDA BORGES DE MEDEIROS PROXIMO AO Nº 2225 - SENTIDO TUNEL REBOUCAS - FX 2,-22.9693870008,-43.2173970006
270061111,VILA DA PENHA,AVENIDA BRAZ DE PINA PROXIMO AO Nº 1345 - SENTIDO OLARIA - FX 1,-22.8405430008,-43.3067010006
270061112,VILA DA PENHA,AVENIDA BRAZ DE PINA PROXIMO AO Nº 1345 - SENTIDO OLARIA - FX 2,-22.8405430008,-43.3067010006
270071111,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 2901 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL,-23.0003530008,-43.3374680006
270071112,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 2901 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL,-23.0003530008,-43.3374680006
270071113,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 2901 - SENTIDO SANTA CRUZ - FX 3 PISTA CENTRAL,-23.0003530008,-43.3374680006
270071121,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 2901 - SENTIDO SAO CONRADO - FX 1 PISTA CENTRAL,-23.0005719601,-43.3377531296
270071122,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 2901 - SENTIDO SAO CONRADO - FX 2 PISTA CENTRAL,-23.0005719601,-43.3377531296
270071123,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 2901 - SENTIDO SAO CONRADO - FX 3 PISTA CENTRAL,-23.0005719601,-43.3377531296
270081111,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7380 - SENTIDO SANTA CRUZ - FX 1 PISTA CENTRAL,-22.9999350007,-43.4040010006
270081112,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7380 - SENTIDO SANTA CRUZ - FX 2 PISTA CENTRAL,-22.9999350007,-43.4040010006
270081113,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 7380 - SENTIDO SANTA CRUZ - FX 3 PISTA CENTRAL,-22.9999350007,-43.4040010006
270091111,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 12141 - SENTIDO SAO CONRADO - FX 1 PISTA CENTRAL,-23.0054580007,-43.4311430006
270091112,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 12141 - SENTIDO SAO CONRADO - FX 2 PISTA CENTRAL,-23.0054580007,-43.4311430006
270091113,BARRA DA TIJUCA,AVENIDA DAS AMERICAS PROXIMO AO Nº 12141 - SENTIDO SAO CONRADO - FX 3 PISTA CENTRAL,-23.0054580007,-43.4311430006
270101111,DEL CASTILHO,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 4242 - SENTIDO MADUREIRA - FX 1,-22.8808690008,-43.2734280006
270101112,DEL CASTILHO,AVENIDA DOM HELDER CAMARA PROXIMO AO Nº 4242 - SENTIDO MADUREIRA - FX 2,-22.8808690008,-43.2734280006
